country,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA
2017-Q4,-2444.3,-2253.5,-1848.5,-303.9,1465044.2,249867.8,251544.6,50270.0,13025.9,19361.2,250360.2,30363.4,30257.0,183915.7,30363.4,30257.0,62324.6,14106.5,13964.3,260249.0,30147.2,29381.3,1102089.4,181300.9,178141.5,52653.1,12060.7,11488.5,108296.5,33849.3,32939.8,142370.9,29868.5,29619.8,262101.6,37621.4,36619.2,276418.3,39758.1,39925.6,1720626.2,294008.7,294934.0,6747747.0,3064527.1,1720626.2,1686936.7,113.769621247,,0.514075935,2.681091122,294008.7,294934.0,98.920494945,5931062.2,2982210.4,1720626.2,1691883.1,1694484.0,193757.5,-28416.9,-28743.1,255582.1,43597.3,2600.9,33.8,135.9,1500726.5,1422626.0,262698.5,254006.2,4357503.7,1978984.7,1123703.6,1089375.9,114.595591882,,0.181657854,3.672525991,206410.7,199110.9,99.147695471,3802505.5,1911946.1,1500726.5,1329900.2,603981.6,377022.9,332475.1,111.850351199,,0.987627194,0.532740564,56287.8,54895.2,100.271856258,1188999.6,597843.5,222344.1,254047.1,995570.3,452143.8,249536.4,248892.6,105.991762469,,3.360415425,3.946695947,50985.3,50663.7,87.833636621,939290.3,472286.6,-27192.3,5154.5,222344.1,822049.3,373338.3,205321.5,205512.3,100.975861639,,-3.087596572,7.705209379,38893.2,40165.4,105.253836754,814104.7,409341.8,831063.4,377432.1,207765.8,207765.8,98.505695929,,3.779861553,9.593280545,40741.7,40469.3,100.125365932,843670.4,424207.7,2.20189,73786.8,0.0,13292.2,29832.4,-135.9
2018-Q1,612.2,22782.9,-930.2,1171.5,1442961.7,249573.6,252354.1,97644.7,24447.1,19717.9,240191.9,28347.8,30167.2,171496.2,28347.8,30167.2,60288.2,13271.6,13591.6,245034.0,28447.6,29598.8,1044837.0,175356.8,179243.4,48171.8,11157.2,11430.1,110773.3,32380.1,32810.9,143825.0,29776.6,29961.1,253536.4,36265.7,37399.5,243496.7,39464.5,39899.5,1682460.5,291962.8,296293.4,6868933.2,3103032.6,1682460.5,1717233.3,115.281487483,,0.460941606,2.162623462,291962.8,296293.4,99.376460663,5958400.9,2995956.7,1682460.5,1633074.1,1631399.6,227168.6,-50092.7,-49386.4,239498.8,41754.9,-1674.5,148.7,207.3,1404231.0,1454211.0,249327.1,255710.8,4432795.5,2002510.2,1089050.7,1108198.9,115.564857567,,0.874654035,3.657331308,196398.4,200852.5,100.01489479,3835764.2,1928669.1,1404231.0,1380017.5,623421.3,315180.3,345004.4,116.143570938,,-0.067277523,1.039517121,52928.7,54858.3,100.204395836,1188199.7,597441.3,277617.3,257970.5,1011975.3,457158.7,245416.6,252993.8,107.902032024,,-0.151751586,3.39296288,49249.7,50586.8,87.700347684,937864.9,471569.9,32200.7,4976.7,277617.3,937858.4,423676.4,212293.9,234464.6,111.105703193,,3.686122986,4.705290735,39320.9,41646.0,109.133622624,844113.6,424430.6,846726.9,382507.9,211681.7,211681.7,100.349466294,,0.012778657,6.643083035,40251.1,40474.4,100.138160609,843778.2,424262.0,2.21362,-46986.6,0.0,-16723.4,-3763.4,-207.3
2018-Q2,21916.7,14257.4,2821.2,-483.7,1494131.3,253474.9,253667.4,95100.0,22574.7,19842.2,261007.3,29613.1,29912.7,181853.7,29613.1,29912.7,60200.4,13260.7,13484.0,251984.2,28860.5,29490.5,1077823.6,178882.4,180187.3,50751.5,11443.4,11683.1,106932.4,32903.3,33202.8,145699.5,30226.8,30278.8,267031.3,37449.6,37736.2,255424.7,40126.8,39881.7,1734453.8,296009.6,296372.6,6959539.9,3133071.4,1734453.8,1739885.0,116.770955971,,0.026706667,1.395238518,296009.6,296372.6,99.403000804,5959992.2,2996756.8,1734453.8,1695559.3,1696947.6,254485.5,-15298.7,-38894.4,240322.5,41871.2,1388.3,87.0,203.8,1442462.2,1465848.3,252334.3,256345.9,4493489.4,2022895.7,1099887.5,1123372.4,116.897881427,,0.213256819,2.330869558,196980.3,201280.8,100.228183374,3843944.3,1932782.1,1442462.2,1381552.1,621952.2,342574.7,345388.0,115.835939203,,0.37706947,1.191282269,55354.0,55065.1,100.58223602,1192680.0,599694.1,270074.9,265772.3,1029929.6,463657.5,252933.7,257482.4,109.200859802,,0.563686459,4.057061903,49879.3,50872.0,88.194702669,943151.5,474228.1,17141.2,8289.9,270074.9,964464.2,434186.1,248775.3,241116.1,119.132729875,,-4.092161333,-1.816127582,41291.5,39941.7,104.667698718,809571.2,407062.3,907434.4,408512.2,226858.6,226858.6,107.674542186,,-0.121055138,6.444094945,38470.2,40425.5,100.01693822,842756.7,423748.4,2.22132,-2461.0,0.0,-8905.1,13402.0,-203.7
2018-Q3,-2628.2,-18164.7,-1439.5,-1715.5,1514178.1,258758.3,255481.9,66460.1,19259.2,20272.6,286768.3,32385.2,30424.9,194728.6,32385.2,30424.9,61622.7,13812.8,13480.4,275840.7,30763.8,29736.5,1099327.0,182989.3,181052.3,51014.5,11567.1,11704.8,98900.0,32958.1,33115.6,148897.2,30573.8,30497.9,274270.7,38310.1,38091.6,250404.0,40087.7,39951.5,1767868.0,303103.0,299212.9,7039859.4,3173459.2,1767868.0,1759964.8,116.997319927,,0.958381718,1.972362097,303103.0,299212.9,100.355660991,6017111.7,3025477.2,1767868.0,1720160.6,1718123.1,236554.5,-51638.1,-47707.4,253689.9,43701.6,-2037.5,85.7,649.2,1481568.6,1492347.7,258444.7,257682.8,4559082.8,2055163.7,1143229.9,1139770.7,117.941525024,,0.561944389,1.842513897,202953.1,202411.9,100.791410027,3865545.1,1943643.2,1481568.6,1406924.6,634219.7,338338.7,351731.1,117.524057598,,0.373737084,1.678819039,55491.6,55270.9,100.958149137,1197137.5,601935.3,288927.5,265824.1,1091040.3,491824.0,285426.2,272760.1,110.086398596,,5.081357872,9.059011836,55581.1,53456.9,92.676191136,991076.4,498325.3,3501.4,-6936.0,288927.5,1090707.9,491674.1,288213.5,272677.0,126.588703742,,6.428627129,2.568159846,43902.5,42509.5,111.396394792,861615.5,433230.8,1163366.5,524427.5,290841.6,290841.6,126.183194272,,9.398865508,13.41104299,45342.0,44225.0,109.417395728,921966.3,463575.9,2.21836,55470.3,0.0,20803.6,23703.5,-649.2
2018-Q4,7681.3,8706.3,946.0,2351.1,1559878.9,253887.2,254707.7,50406.3,13672.3,20490.0,281962.5,29863.7,29696.9,189349.5,29863.7,29696.9,61168.8,13720.2,13496.2,274852.2,30411.2,29669.7,1166341.3,184173.1,180718.8,56155.2,12394.5,11725.3,106056.4,33804.4,32882.1,149614.3,30928.0,30780.6,283603.6,39043.4,37860.3,296059.6,39584.2,39609.9,1819358.8,298573.2,298224.8,7148231.5,3173749.8,1819358.8,1787057.9,119.192020806,,-0.330252833,1.115783573,298573.2,298224.8,100.024233578,5997240.0,3015485.4,1819358.8,1760587.5,1761730.0,170710.7,-49719.1,-58771.3,259479.8,44098.4,1142.5,30.9,197.5,1591019.2,1506874.1,265967.7,256571.5,4617836.3,2050277.3,1193632.9,1154459.1,119.644085737,,-0.152648738,1.502665022,210051.1,202102.9,100.637553211,3859644.4,1940676.3,1591019.3,1405425.8,623996.3,397386.3,351356.5,119.128165362,,-1.451632792,-0.777136027,55916.6,54468.6,99.492607537,1179759.5,593197.4,220658.2,267711.1,1096690.9,486920.8,273632.5,274172.7,112.020400502,,-1.217511504,4.228688882,53179.8,52806.1,91.547847847,979009.9,492258.1,-52974.3,-6461.6,220658.2,1107193.5,491583.9,275773.3,276798.4,124.944437107,,2.847354794,8.849471823,43548.7,43719.8,114.56824538,886148.7,445566.4,1072368.2,476121.7,268092.0,268092.0,124.343692053,,-6.45833297,2.222703539,42602.8,41368.8,102.350855985,862422.6,433636.6,2.2523,-6546.7,0.0,4824.9,-44899.9,-197.5
2019-Q1,-13983.5,9806.8,-622.9,1893.3,1505219.4,251624.3,255186.6,95269.0,24602.8,19720.3,247605.0,27975.6,29778.0,168349.4,27975.6,29778.0,57021.1,13028.2,13461.9,261958.1,28649.3,29761.9,1105324.3,178220.0,182231.4,50577.3,11660.9,12011.6,112034.0,32810.8,33238.8,151012.3,30764.1,30871.7,271346.7,37402.0,38688.6,258396.0,39361.3,39832.6,1756054.0,294587.2,299064.5,7169427.6,3188758.6,1756054.0,1792356.9,119.209776798,,0.281583444,0.935256288,294587.2,299064.5,100.30588526,6014127.2,3023976.5,1756054.0,1716979.4,1714829.5,227871.0,-54836.2,-39074.6,250834.6,42334.3,-2149.9,70.4,301.4,1486958.5,1542654.1,253581.5,260531.2,4705428.2,2092841.3,1154130.6,1176357.0,119.683407686,,1.86333934,2.497505542,200882.2,205868.8,102.512772331,3931562.7,1976837.7,1486958.5,1461530.5,650047.4,332827.9,365382.6,123.444580073,,0.355779568,-0.357084064,52699.3,54662.4,99.846581907,1183956.8,595307.9,283079.0,266868.0,1086954.4,483446.6,263553.9,271738.6,112.301516977,,-1.135901508,3.201363339,50806.3,52206.3,90.507954463,967889.3,486666.6,19525.2,-4870.6,283079.0,1017325.8,452477.7,230541.2,254331.5,120.073172499,,-4.389085456,0.372135141,38508.0,41800.9,109.539747185,847254.9,426010.1,978098.7,435030.6,244524.7,244524.7,117.565407503,,-3.532064706,-1.400468189,39130.9,39907.6,98.735757524,831961.3,418320.3,2.24834,-123712.6,0.0,-26057.6,-84575.2,-301.4
2019-Q2,3923.3,-5155.3,1198.8,-2478.1,1575207.2,255683.4,256001.1,83740.6,22775.0,19992.7,281201.6,30006.9,30323.1,192611.3,30006.9,30323.1,60615.6,13590.6,13842.3,272583.8,29260.4,29930.9,1149649.3,181227.4,182810.7,53115.0,11855.5,12128.3,111292.3,32606.6,33028.5,154179.8,31172.0,31234.4,284343.4,38393.0,38738.9,274135.0,39898.3,39711.7,1825142.5,299466.0,301155.8,7326910.7,3229708.7,1825142.5,1831727.7,120.9823154,,0.699287242,1.613945959,299466.0,301155.8,101.007311519,6056183.3,3045122.8,1825142.5,1788353.7,1790824.7,251864.8,-30202.2,-36788.8,249935.4,43146.0,2471.0,79.2,113.1,1538959.9,1565538.6,256876.0,261260.7,4800963.1,2116268.7,1171532.8,1200240.8,121.751315375,,0.297359468,2.583525217,201804.7,206480.9,102.817603766,3943253.5,1982716.0,1538959.9,1478971.4,651931.9,367427.1,369742.9,124.650040206,,0.214716221,-0.518249869,55071.2,54779.8,100.060968714,1186499.0,596586.1,282259.3,285494.4,1145561.9,504964.7,280813.4,286390.5,112.732534451,,4.988950941,7.742697728,53657.7,54810.8,95.023351909,1016176.9,510946.1,1445.9,-896.1,282259.3,1017181.7,448374.6,263374.0,254295.4,124.976748211,,-3.93720246,0.534307004,41551.3,40155.2,105.226945563,813896.8,409237.2,1037803.0,457464.5,259450.7,259450.7,116.766654671,,6.829929259,5.461476619,40352.5,42633.3,105.479339916,888783.7,446891.3,2.2686,-77964.4,0.0,-18595.0,-14859.2,-113.1
2019-Q3,-22070.7,-37709.5,-4069.9,-4163.6,1622198.4,260795.0,256503.3,75339.4,19428.2,20550.9,310668.7,31762.2,29847.9,204935.2,31762.2,29847.9,66347.0,14479.2,13985.3,288749.9,31154.1,30107.4,1169843.3,185163.5,183213.2,55294.5,12103.6,12208.1,117185.4,33363.6,33454.4,156639.1,31248.3,31260.1,288860.0,38995.3,38676.3,263114.4,39719.6,39529.6,1880548.4,306459.9,301189.8,7471986.9,3248365.5,1880548.4,1867996.7,123.363918961,,0.011269348,0.660683599,306459.9,301189.8,101.018694384,6056865.7,3045466.0,1880548.4,1817938.6,1820723.4,247493.5,-81244.6,-62609.9,258350.0,45032.0,2784.8,149.4,501.7,1573229.8,1582629.8,263077.5,261824.2,4842201.4,2105094.7,1216047.1,1210550.4,122.383611788,,0.337871077,2.354947394,208234.0,207178.6,103.164994711,3956576.7,1989415.0,1573229.8,1483841.2,645083.9,357182.8,370960.3,125.367453827,,-0.244868178,-1.131357798,54843.4,54645.6,99.815951244,1183593.6,595125.3,329389.3,297049.6,1173259.5,510061.9,308669.2,293314.9,112.931698568,,2.237193222,4.826500428,58280.6,56037.0,97.149207897,1038910.7,522377.0,20720.1,3734.7,329389.3,1052239.2,457449.6,278698.7,263059.8,128.733142082,,0.427998757,-5.133989498,42357.8,40327.0,105.677315583,817380.2,410988.7,1203077.3,523024.8,300769.3,300769.3,129.711280019,,4.356552025,0.600641701,46427.7,44490.6,110.074602235,927504.0,466360.3,2.30023,123522.9,0.0,27146.1,-12091.4,-501.7
2019-Q4,-15486.1,-14558.9,-1634.3,-267.2,1654059.0,257533.6,258520.0,56364.9,13479.1,20374.4,297685.7,29953.2,29737.0,197586.1,29953.2,29737.0,64659.3,14002.7,13784.7,283769.3,30825.0,30102.9,1235349.1,187698.9,183774.5,59889.2,13019.3,12264.4,119780.3,34685.5,33677.7,157752.8,31276.8,31101.1,303711.9,40453.1,39141.4,310445.6,39607.5,39597.6,1927386.0,303658.5,303183.4,7588198.7,3297060.8,1927386.0,1897049.7,124.458770185,,0.661927257,1.66272814,303658.5,303183.4,101.687364657,6096957.8,3065624.8,1927386.1,1867476.9,1867944.2,176900.4,-74695.6,-59909.1,273327.0,45516.8,467.3,76.3,156.1,1691043.8,1599369.5,272399.1,262498.7,4905723.4,2131529.4,1271868.6,1226430.8,123.500947842,,0.395253107,2.916609409,216390.3,207997.5,103.572757557,3972215.1,1997278.2,1691043.8,1482108.9,643974.1,419175.2,370527.2,125.552931782,,-0.264296215,0.059837536,56008.9,54501.2,99.552141463,1180465.4,593552.4,251828.4,297144.0,1166964.1,507044.1,290148.6,291741.0,118.68123223,,-5.355097238,0.435756286,53515.0,53036.2,91.946773349,983276.0,494403.2,-38320.2,5403.0,251828.4,1087497.2,472515.9,270947.1,271874.3,129.737106548,,2.550983914,-5.407360876,41341.6,41355.8,108.373126903,838231.5,421473.0,1145733.0,497819.2,286433.2,286433.2,132.039344775,,-6.445590308,0.614345969,42975.9,41622.9,102.979644342,867720.9,436300.7,2.3015,91638.0,0.0,17506.5,-9509.4,-156.1
2020-Q1,-38353.6,-11624.9,-4212.8,-1596.9,1611993.9,252505.1,252597.5,126086.6,26189.5,20816.7,276310.7,27512.1,29319.2,178955.1,27512.1,29319.2,66772.2,13289.7,13603.8,261655.2,28667.1,29765.7,1142824.5,178634.7,182832.5,55161.9,12093.2,12349.1,120050.2,32884.9,33330.3,158561.0,31223.9,31382.2,281731.3,37136.2,38032.1,265664.8,39268.0,39233.8,1873398.0,295822.3,296338.3,7632607.2,3256490.1,1873398.0,1908151.8,128.078851771,-2.257757576,-2.257757576,-0.911586374,295822.3,296338.3,99.391510477,5959303.3,2996410.4,1873398.0,1827453.7,1829291.5,267638.4,-81916.8,-45944.4,261404.2,42670.8,1837.8,191.2,352.2,1561653.1,1623889.9,254253.7,258967.8,4972952.7,2121735.2,1216749.2,1243238.2,127.493316999,-1.803920915,-1.803920915,-0.78857043,201520.6,204245.4,101.704386921,3900559.5,1961248.9,1561653.1,1520494.4,648726.5,344903.9,380123.6,128.283884843,0.40595082,0.40595082,0.109860837,52733.1,54722.4,99.956274197,1185257.5,595961.9,350098.6,317287.5,1236033.4,527359.8,301512.7,309008.3,120.244131571,4.542010678,4.542010678,6.203931115,53907.5,55445.1,96.123005612,1027936.5,516859.0,48585.8,8279.1,350098.6,1146867.9,489316.9,259988.3,286717.0,141.595663695,-3.372779719,-3.372779719,-4.401878999,37331.2,39960.9,104.717940058,809959.8,407257.6,1193367.6,509156.3,298341.9,298341.9,137.744556681,-0.156513199,-0.156513199,4.134986336,41544.0,41557.8,102.818467607,866362.8,435617.8,2.34381,-50373.6,0.0,-20872.5,-98047.3,-352.2
2020-Q2,48403.8,37167.5,6829.7,3181.8,1582635.9,230988.2,231367.5,126572.7,23925.0,20967.1,284645.8,23691.8,24004.2,192661.7,23691.8,24004.2,64231.6,12400.0,12622.0,234780.8,24553.7,25208.0,1107185.8,163436.7,165098.1,57654.2,11707.9,12002.6,116058.8,34218.9,34773.3,161987.4,31429.9,31510.8,253731.1,31379.5,31698.0,282973.5,36336.8,36197.6,1757517.5,269141.0,270803.6,7055732.0,2976247.0,1757517.5,1763933.0,129.562688105,-10.679954474,-8.616742044,-10.078588332,269141.0,270803.6,90.827200405,5445805.5,2738217.4,1757517.5,1742250.0,1745586.2,293043.0,36829.1,-15267.5,174881.5,37493.3,3336.2,201.8,154.8,1452543.2,1479876.3,229956.6,233983.8,4409650.3,1860077.5,1070449.9,1102412.6,125.881515936,-11.812014745,-10.19194852,-11.164309595,179139.7,183428.8,91.338728163,3503016.5,1761359.4,1452543.2,1536673.1,648199.0,382093.3,384168.3,140.336264747,-7.240518972,-7.615554386,-7.712216901,50816.9,50555.0,92.344049773,1094993.6,550576.1,256570.5,257585.3,1082122.1,456460.5,264276.3,270530.5,125.354303048,-12.206661076,-16.020996387,-15.049152936,45534.9,46562.3,80.723142355,863250.9,434053.1,-7705.8,-12945.2,256570.5,1244836.4,525096.6,322445.4,311209.1,154.064648634,-3.607039977,-0.242437128,-0.724986046,41551.7,39864.0,104.464064891,807996.1,406270.3,1096166.3,462384.6,274041.6,274041.6,143.34182898,-11.870066742,-11.731915539,-13.958608482,34722.0,36682.3,90.755891828,764721.9,384511.5,2.37068,-121383.6,0.0,-17400.7,-58729.7,-154.8
2020-Q3,51547.4,33559.8,6725.5,6114.2,1661422.2,253355.4,249351.7,101339.8,19823.3,21159.4,334407.6,31610.6,29726.1,229695.0,31610.6,29726.1,70829.4,14195.7,13670.2,287440.3,29953.3,28901.8,1154845.4,177595.1,175601.1,58264.3,12199.6,12292.2,112540.6,35000.6,35056.4,166080.2,31797.0,31783.9,259926.1,34709.6,34406.7,270593.9,37536.3,37393.2,1929702.7,297191.8,292312.6,7661589.1,3246097.8,1929702.7,1915397.3,130.335763381,-3.585563453,7.942663911,-2.947370018,297191.8,292312.6,98.041299673,5878347.5,2955704.8,1929702.7,1880662.7,1884118.8,317017.2,6625.6,-49040.0,268280.5,43205.1,3456.0,111.4,550.8,1567101.5,1575152.9,249938.9,248712.4,4776475.2,2023719.3,1200262.0,1194118.8,127.280184375,-5.525638412,7.128381847,-5.152225563,197529.3,196504.3,97.849701481,3752724.9,1886915.9,1567101.5,1522944.6,645248.3,366839.5,380736.2,134.678544295,-4.207294737,3.269988362,-4.460471231,52409.7,52208.2,95.363689454,1130799.7,568579.9,311053.8,287651.8,1204678.5,510403.8,316110.9,301169.6,127.201528682,-3.682902428,9.708889937,-8.84077666,53136.4,51082.9,88.5604634,947062.9,476194.8,-5057.1,-13517.9,311053.8,1267558.9,537045.3,334877.3,316889.7,157.217939315,-3.816161341,-0.216946718,-1.362527089,41706.4,39777.6,104.237433531,806243.2,405388.9,1133319.8,480170.2,283330.0,283330.0,161.490804896,-19.123076608,-8.229905094,-24.336071744,34980.9,33663.4,83.286768064,701786.0,352866.5,2.36025,23251.6,0.0,19330.8,-56697.3,-550.8
2020-Q4,-15557.6,-13062.4,-2217.4,-618.6,1738885.0,256130.5,257202.0,80621.9,13698.9,20833.0,321052.0,31297.7,31049.0,212377.2,31297.7,31049.0,66087.9,14066.0,13861.4,314708.8,31186.2,30518.1,1271123.3,185268.9,181158.4,66493.5,13647.9,12809.3,105900.4,35710.6,34598.2,169384.4,32176.8,31976.1,286968.4,37635.5,36344.2,327667.8,38265.1,38218.4,2048978.8,302558.6,302124.9,8088459.8,3372325.9,2048978.8,2022114.9,133.128669898,-0.349140732,3.35678228,-0.349140732,302558.6,302124.9,101.332332647,6075670.8,3054921.4,2048978.8,2000471.2,2002739.2,246829.0,-42076.1,-48507.6,310093.8,45887.5,2268.0,20056.6,-335.5,1755910.2,1658288.9,265959.8,255984.4,5060937.8,2110059.5,1317542.9,1265234.5,130.587232456,-2.434220228,3.27222977,-2.434220228,211361.6,202934.4,101.051568543,3875522.7,1948660.1,1755910.2,1548703.9,645702.0,438367.3,387176.0,134.783098152,-2.662610529,1.612528014,-2.662610529,54598.2,53050.0,96.901455662,1149034.2,577748.4,308626.2,363824.5,1518074.0,632931.4,378327.1,379518.5,138.18319513,11.728059588,16.000235062,11.728059588,59902.9,59256.3,102.730345716,1098595.2,552387.1,-69700.9,-15694.0,308626.2,1348932.8,562411.3,334737.9,337233.2,168.114217542,-4.275762397,-0.477836051,-4.275762397,39418.0,39587.5,103.739349495,802390.7,403451.8,1401182.3,584195.7,350295.6,350295.6,167.168935652,-3.404029978,19.435762354,-3.404029978,41635.4,40206.1,99.474186377,838183.4,421448.8,2.39848,12993.6,0.0,18942.4,-11688.5,335.5
2021-Q1,-40377.4,-2800.2,-6682.3,-3987.7,1850664.2,256416.5,259367.6,269918.7,28027.6,22091.9,330132.0,28977.5,30811.1,201312.6,28977.5,30811.1,63381.0,13976.0,14542.1,304373.9,29703.3,30794.4,1187232.5,178283.5,182651.7,59566.4,12793.9,13260.9,113726.4,34086.5,34504.6,169147.3,31907.9,32075.9,262745.1,35446.8,36786.7,277673.4,37758.9,38168.3,2152621.8,300893.5,304820.6,8746563.4,3429691.2,2152621.8,2186640.8,142.687346105,0.5399811,0.892236995,2.862363914,300893.5,304820.6,102.236457207,6129880.2,3082178.6,2152621.8,2085300.3,2090943.3,460997.0,-101689.9,-67321.5,301957.6,43848.8,5643.1,132.7,233.3,1629946.3,1698279.3,250095.9,257331.0,5195713.5,2037336.5,1272821.1,1298928.4,133.273918404,-1.855207117,0.593459215,-0.05222836,198891.1,204138.7,101.651268388,3898522.3,1960224.6,1629946.3,1584732.6,621403.3,357125.2,396183.1,137.549768838,-2.401563742,0.268187578,-2.796163513,51204.8,53192.3,97.161333329,1152115.8,579297.9,563052.9,521084.4,1679430.9,658536.3,411000.1,419857.7,140.892563874,21.226793941,8.501655169,15.959883644,62395.0,64294.1,111.464125463,1191994.0,599349.1,152052.8,101226.7,563052.9,1587487.7,622483.6,359294.7,396871.9,189.920122209,-0.281569513,4.172603495,3.199109109,37720.0,41239.3,108.067981217,835871.3,420286.3,1598688.6,626875.7,399672.1,399672.1,169.558110159,8.658886202,12.488011847,8.829218293,44402.4,45227.0,111.896534557,942855.9,474079.4,2.55025,297887.3,0.0,-26754.9,-5767.3,-233.3
2021-Q2,98168.3,81357.6,5837.7,1645.0,1884059.5,258249.2,258624.7,192197.0,23928.9,20921.6,386089.7,29587.4,29883.9,223800.6,29587.4,29883.9,59155.3,14175.1,14398.2,326619.5,29904.1,30499.7,1246617.5,181888.0,183935.4,64615.1,13577.6,13947.4,103566.4,33793.5,34491.5,171995.9,32142.1,32248.1,277798.9,36944.0,37354.5,302021.7,38621.1,38483.1,2182048.9,302555.9,304312.3,8744726.9,3473330.3,2182048.9,2186181.7,142.895643115,0.37234599,-0.166734773,12.373818665,302555.9,304312.3,102.065993482,6119659.6,3077039.5,2182048.9,2134739.7,2137594.8,446265.1,53798.2,-47309.2,297989.4,43630.2,2855.1,-24.2,108.2,1691329.7,1724819.2,251853.4,256360.0,5294110.2,2102775.0,1283442.3,1323527.6,137.152495026,-2.82456229,-0.987678658,10.191243658,197406.5,202122.4,100.647280505,3860017.5,1940863.9,1691329.7,1644401.7,653142.2,407887.4,411100.4,139.978173145,-0.483672234,1.965084259,7.284265352,54446.9,54237.6,99.070635396,1174755.8,590681.6,392550.9,394144.9,1636966.4,650189.0,398959.1,409241.6,143.655883002,15.888645132,-4.403439731,32.001637656,60133.4,61462.9,106.555869877,1139505.3,572957.2,-6408.2,-15096.7,392550.9,1863626.1,740216.2,482717.3,465906.5,201.744586144,10.202876822,10.514050697,14.326686095,47544.3,45575.2,119.43030355,923755.2,464475.4,1538195.7,610958.1,384548.9,384548.9,167.957906195,5.543403161,-2.867214224,19.758859742,41706.6,43930.3,108.688221202,915822.2,460486.6,2.51768,-156181.8,0.0,-23948.7,-62552.0,-108.2
2021-Q3,50139.1,25728.9,1113.5,714.8,1914568.1,263927.5,259984.5,122702.5,18258.4,19690.2,430120.7,31272.7,29384.9,248369.9,31272.7,29384.9,65081.5,15652.1,15047.0,355917.5,31583.4,30530.1,1296663.4,188732.2,186376.2,66030.9,14041.6,14126.1,105008.3,34150.6,34247.9,175555.3,32371.8,32339.1,300925.3,39739.0,39358.4,293226.1,39047.6,38916.2,2254492.5,310360.1,305580.8,8952570.2,3541990.8,2254492.5,2238142.5,145.684714986,0.790721967,0.41682395,4.539035415,310360.1,305580.8,102.491428987,6145167.8,3089865.3,2254492.5,2171084.5,2174543.4,386848.1,-29350.6,-83408.0,339924.4,45844.7,3458.9,44.5,414.8,1787695.3,1796339.0,261966.3,260685.8,5505433.7,2178167.3,1383085.9,1376358.4,140.137988494,-1.09849665,1.776236548,4.686077459,206780.5,205712.6,102.435014286,3928580.5,1975338.2,1787695.3,1679317.9,664404.6,404609.4,419829.5,141.037497055,0.866058819,1.356291056,5.296179435,55185.8,54973.2,100.414321563,1190688.9,598692.9,416658.0,397169.1,1674301.0,662419.7,437342.4,418575.3,148.579034085,14.604207665,-1.108337634,18.986359177,63180.8,60781.7,105.37487107,1126875.7,566606.9,-20684.4,-21406.1,416658.0,1740489.2,688606.4,459532.6,435122.3,206.501649042,0.550412987,-8.75881294,4.53982123,43410.0,41583.4,108.969626668,842845.2,423792.8,1637573.7,647888.9,409393.4,409393.4,192.204899679,-1.812469293,-6.969523659,21.403642213,42296.5,40868.5,101.113169911,851993.7,428392.8,2.52755,-9398.0,0.0,19056.7,-91828.8,-414.8
