country,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG
2002-Q4,,,,,,,,,,,368311.3,419378.4,,,,,,1.019056942,-3.483175649,57.175780349,,,,,3404538.1,495815.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87823,,,,,
2003-Q1,,,,,,,,,,,379438.1,440415.5,,,,,,3.695017177,5.274229353,59.288435254,,,,,3530336.3,514135.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86155,,,,,
2003-Q2,,,,,,,,,,,408256.0,455211.6,,,,,,3.164325049,8.146920201,61.164514063,,,,,3642047.7,530404.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89685,,,,,
2003-Q3,,,,,,,,,,,409737.6,461808.6,,,,,,2.443638131,10.707165722,62.659153451,,,,,3731046.1,543365.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88725,,,,,
2003-Q4,,,,,,,,,,,432073.7,462707.5,,,,,,1.87649889,11.646839589,63.83495177,,,,,3801059.2,553561.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93379,,,,,
2004-Q1,30700.8,35133.6,7675.2,8783.4,102.8,29700.8,34182.2,7425.2,8545.5,439195.9,459044.8,465979.0,109799.0,114761.2,96.560824455,11.69993555,,3.220746182,11.136199259,65.890913542,460369.4,475394.5,115092.4,118848.6,3923481.6,571390.7,,,,,339092.1,346402.2,84773.0,86600.5,97.930752017,354924.5,353721.6,88731.1,88430.4,291921.5,296534.2,301013.6,72980.4,74133.6,98.458316529,13.075016539,,,,57.791315177,305237.2,301177.4,76309.3,75294.4,2267945.2,330289.0,47170.6,49054.5,49795.6,11792.6,12263.6,93.358712511,8.385102224,,,,54.285660389,49687.3,52544.2,12421.8,13136.0,585020.3,85198.6,69402.8,76846.1,17350.7,19211.5,75744.3,18936.1,65561.4,68259.9,69291.0,16390.3,17065.0,90.503385475,13.759536412,,,,53.527065044,71794.4,75422.4,17948.6,18855.6,496091.2,72247.5,65561.4,16390.3,71794.4,75422.4,17948.6,18855.6,40556.3,10139.1,43697.0,10924.3,19300.7,4825.2,21606.7,5401.7,5318.5,1329.6,6091.2,1522.8,385.9,96.5,399.0,99.7,3841.4,960.4,3949.8,987.5,3841.4,3841.4,960.4,960.4,3949.8,987.5,,,,,100001.8,108759.6,110402.5,25000.4,27189.9,98.063047936,20.791334356,,,,82.05897309,102774.2,110907.8,25693.6,27727.0,523100.7,76181.0,69301.0,73626.0,74738.1,17325.2,18406.5,95.960018083,24.114843137,,,,43.524524224,73073.4,76725.7,18268.4,19181.4,305313.9,44464.0,0.98512,0.2,0.1,-0.1,0.0,356638.2
2004-Q2,42631.1,35821.7,10657.8,8955.4,105.6,39456.0,33916.3,9864.0,8479.1,509498.7,484279.2,457343.4,127374.7,121069.8,102.949563943,12.474036649,,-1.049678802,6.596564347,65.19927059,514395.7,470404.4,128598.9,117601.1,3882297.7,565392.9,,,,,384670.1,357350.9,96167.5,89337.7,99.785713648,390872.3,358118.3,97718.1,89529.6,334394.7,305584.4,288587.7,83598.7,76396.1,100.122328051,13.29599308,,1.339287362,,58.565306957,338800.0,305211.0,84700.0,76302.8,2298319.5,334712.5,50275.4,52018.5,49125.2,12568.9,13004.6,98.320244908,8.83072701,,0.69100251,,54.660775665,52072.3,52907.2,13018.1,13226.8,589062.8,85787.3,82197.4,82673.4,20549.3,20668.4,84067.4,21016.9,80070.0,76045.5,71815.8,20017.5,19011.4,99.482575917,15.124673165,,1.350460526,,54.249926928,81995.5,76441.0,20498.9,19110.2,502790.7,73223.2,80070.0,20017.5,81995.5,76441.0,20498.9,19110.2,45823.5,11455.9,46728.1,11682.0,25884.3,6471.1,26735.6,6683.9,7953.6,1988.4,8133.4,2033.3,408.6,102.2,394.4,98.6,2127.4,531.8,2071.9,518.0,2127.4,2127.4,531.8,531.8,2071.9,518.0,,,,,120749.9,113950.1,107612.1,30187.5,28487.5,99.480270534,21.091813992,,3.279811598,,84.750352807,119462.3,114545.4,29865.6,28636.4,540257.4,78679.6,78118.8,78128.4,73782.9,19529.7,19532.1,96.898559184,24.350699402,,5.087475909,,45.738823908,80006.3,80629.1,20001.6,20157.3,320846.7,46726.1,1.0589,0.1,0.0,0.0,0.0,272713.9
2004-Q3,32924.2,33863.4,8231.1,8465.8,96.9,34203.1,34964.6,8550.8,8741.2,488462.4,490016.4,474381.3,122115.6,122504.1,99.20219487,12.019981115,,5.006931196,9.263769838,68.463753209,481152.0,493957.2,120288.0,123489.3,4076681.6,593701.8,,,,,369779.3,372415.9,92444.8,93104.0,100.154935923,364161.4,371839.8,91040.3,92960.0,314867.1,316353.5,306259.5,78716.8,79088.4,99.688642046,13.23840067,,3.974473933,,60.892969815,310440.6,317341.6,77610.1,79335.4,2389665.6,348015.6,54912.2,55520.4,53748.9,13728.0,13880.1,101.87561223,9.150055733,,3.007149104,,56.304506691,53720.8,54498.2,13430.2,13624.6,606776.8,88367.1,85759.0,87708.7,21439.8,21927.2,82787.5,20696.9,82294.8,80263.9,77702.9,20573.7,20066.0,103.680607567,15.762914144,,1.273600643,,54.940854346,79254.3,77414.5,19813.6,19353.6,509194.3,74155.8,82294.8,20573.7,79254.3,77414.5,19813.6,19353.6,49261.1,12315.3,48067.0,12016.7,24877.6,6219.4,23766.2,5941.6,7728.8,1932.2,6994.6,1748.6,427.4,106.9,427.2,106.8,3464.2,866.1,3533.2,883.3,3464.2,3464.2,866.1,866.1,3533.2,883.3,,,,,120599.7,117653.4,113899.4,30149.9,29413.3,100.294146673,21.264372068,,2.412061113,,86.79458311,119619.2,117308.3,29904.8,29327.1,553288.8,80577.4,87675.4,83790.0,81116.5,21918.9,20947.5,101.756427079,25.57148619,,2.126543813,,46.711480038,85416.1,82343.7,21354.0,20585.9,327669.6,47719.7,1.03296,-0.1,0.0,0.0,0.0,345425.9
2004-Q4,29626.5,31063.9,7406.6,7766.0,94.7,32522.7,32819.4,8130.7,8204.9,503303.9,507120.4,483429.3,125826.0,126780.1,101.281311344,12.271900348,,1.366027862,8.716283523,69.398987153,484543.7,500704.8,121135.9,125176.2,4132370.3,601811.9,,,,,370461.2,387833.7,92615.3,96958.4,101.974811206,354044.5,380323.0,88511.1,95080.8,307144.3,329855.4,314445.6,76786.1,82463.9,101.619825498,13.49485697,,2.286475605,,62.285272715,293849.8,324597.5,73462.4,81149.4,2444304.7,355972.9,63316.9,59081.7,56321.6,15829.2,14770.4,106.02263329,9.522524404,,2.251972538,,57.572468719,60194.7,55725.5,15048.7,13931.4,620441.2,90357.1,103216.3,93347.2,25804.1,23336.8,97976.4,24494.1,80486.5,83843.5,79926.6,20121.6,20960.9,105.950325573,16.107987065,,2.222110991,,56.161701109,75368.5,79134.8,18842.1,19783.7,520509.1,75803.6,80486.5,20121.6,75368.5,79134.8,18842.1,19783.7,49700.5,12425.1,46849.3,11712.3,24274.6,6068.6,22228.6,5557.2,6070.3,1517.6,5852.0,1463.0,441.1,110.3,442.5,110.6,22729.8,5682.5,22607.9,5652.0,22729.8,22729.8,5682.5,5682.5,22607.9,5652.0,,,,,121402.4,122390.6,116672.9,30350.6,30597.7,101.998880706,21.625809898,,2.287818632,,88.780285754,120898.1,119992.1,30224.5,29998.0,565947.0,82420.9,91775.9,91326.8,87060.3,22944.0,22831.7,104.765320869,26.32762404,,5.864473666,,49.450862484,88375.3,87172.7,22093.8,21793.2,346885.7,50518.2,1.04901,-0.2,0.0,0.1,0.0,328053.9
2005-Q1,28296.1,32739.3,7074.0,8184.8,81.9,34282.1,39967.0,8570.5,9991.7,510703.4,533915.9,504810.5,127675.9,133479.0,103.628965658,12.556357365,,2.898721164,8.377113691,71.410670282,493602.5,515218.8,123400.6,128804.7,4252156.1,619256.7,,,,,389829.8,398182.9,97457.4,99545.7,104.970205972,373979.1,379329.5,93494.8,94832.4,329383.7,334245.1,316024.3,82345.9,83561.3,103.903600822,13.798136583,,-0.896432777,6.810040447,61.726927115,319799.8,321687.7,79949.9,80421.9,2422393.2,352781.8,60446.0,63645.5,60176.0,15111.5,15911.4,110.415622999,9.917084984,,3.438702942,9.701557405,59.552214894,54179.4,57641.8,13544.8,14410.4,641776.4,93464.2,92577.5,102546.1,23144.4,25636.5,85341.3,21335.3,88292.8,91820.7,86815.3,22073.2,22955.2,108.718997782,16.528917684,,6.725418071,11.978510788,59.938810305,80672.4,84456.9,20168.1,21114.2,555515.6,80901.7,88292.8,22073.2,80672.4,84456.9,20168.1,21114.2,54334.0,13583.5,47818.7,11954.7,24880.2,6220.1,23958.5,5989.6,8662.0,2165.5,8479.5,2119.9,416.6,104.2,415.7,103.9,4284.7,1071.2,4668.8,1167.2,4284.7,4284.7,1071.2,1071.2,4668.8,1167.2,,,,,116402.5,126194.7,119315.4,29100.6,31548.7,97.834474306,20.742872159,,7.497032045,16.301933394,95.436172227,119186.9,128988.0,29796.7,32247.0,608376.2,88600.0,88106.3,93455.4,88360.9,22026.6,23363.9,104.981352533,26.381913001,,2.120239935,16.025023407,50.499339418,84904.8,89021.0,21226.2,22255.2,354240.5,51589.3,1.05766,0.0,0.0,0.0,0.0,378335.4
2005-Q2,35630.4,29301.7,8907.6,7325.4,86.1,40929.3,34050.2,10232.3,8512.5,605771.8,575958.9,523990.7,151442.9,143989.7,109.377351241,13.252869033,,2.205059295,11.941923956,72.985317904,581668.2,526579.7,145417.1,131644.9,4345918.7,632911.7,,,,,466737.4,434462.3,116684.3,108615.6,108.082571911,443990.2,401972.6,110997.6,100493.1,400294.0,366803.2,333706.9,100073.5,91700.8,106.895478739,14.195450438,,6.669276612,12.427766625,65.843666628,385778.1,343142.0,96444.5,85785.5,2583949.3,376309.8,66443.4,68260.9,62101.8,16610.8,17065.2,116.029537446,10.421304089,,2.062453684,11.19573589,60.780451744,58212.2,58830.6,14553.0,14707.6,655012.7,95391.8,103404.0,104020.6,25851.0,26005.1,96748.7,24187.2,104017.9,99150.2,90204.0,26004.5,24787.6,111.187151405,16.904159444,,5.585428761,16.657576218,63.286649854,94508.4,89174.2,23627.1,22293.5,586543.5,85420.4,104017.9,26004.5,94508.4,89174.2,23627.1,22293.5,59549.3,14887.3,50902.5,12725.6,32260.5,8065.1,31506.1,7876.5,11741.0,2935.2,11669.6,2917.4,467.1,116.8,430.0,107.5,-613.9,-153.5,2240.3,560.1,-613.9,-613.9,-153.5,-153.5,2240.3,560.1,,,,,138861.5,132439.0,120489.2,34715.4,33109.8,100.011698172,21.204487317,,2.663479485,15.607890528,97.978095095,138217.5,132423.5,34554.4,33105.9,624580.2,90959.9,103231.1,103137.3,93831.3,25807.8,25784.3,104.842713741,26.347072942,,10.505823084,22.007314374,55.804710676,97288.2,98373.4,24322.1,24593.3,391456.4,57009.2,1.09918,0.0,0.0,0.0,0.0,287289.5
2005-Q3,39715.2,41488.1,9928.8,10372.0,104.9,38587.8,39535.9,9647.0,9884.0,590219.6,592167.7,533049.5,147554.9,148041.9,111.688190696,13.532865324,,0.686994862,7.336685244,73.486723288,514697.8,530197.3,128674.4,132549.3,4375774.9,637259.8,,,,,441569.0,443827.2,110392.2,110956.8,113.308358796,382809.2,391698.5,95702.3,97924.6,370307.9,371013.6,333973.9,92577.0,92753.4,111.786452756,14.844959473,,-3.27765458,4.586028348,63.685538673,323831.4,331894.9,80957.8,82973.7,2499256.3,363975.7,71261.1,72934.5,65653.2,17815.3,18233.6,121.956718135,10.953659503,,1.653908789,9.734919297,61.785704977,58977.8,59803.6,14744.5,14950.9,665846.0,96969.5,108935.4,111333.2,27233.8,27833.3,93300.8,23325.2,103532.8,100833.6,90767.0,25883.2,25208.4,114.761131622,17.447523769,,-1.469412563,13.49788534,62.356707871,89948.6,87863.9,22487.2,21966.0,577924.7,84165.3,103532.8,25883.2,89948.6,87863.9,22487.2,21966.0,60524.8,15131.2,50887.5,12721.9,31364.4,7841.1,28720.5,7180.1,11152.3,2788.1,9900.9,2475.2,491.2,122.8,439.7,109.9,5402.5,1350.6,3352.2,838.0,5402.5,5402.5,1350.6,1350.6,3352.2,838.0,,,,,142091.0,139129.5,125239.7,35522.7,34782.4,104.938191886,22.249002863,,0.119897643,13.020381004,98.095568521,135432.7,132582.3,33858.2,33145.6,625329.1,91068.9,102375.7,97641.4,87893.5,25593.9,24410.3,104.938421398,26.371124366,,-5.415079709,12.997578045,52.782841111,96844.9,93046.4,24211.2,23261.6,370258.7,53922.1,1.11091,0.0,0.0,0.0,0.0,377677.5
2005-Q4,34780.6,34893.2,8695.1,8723.3,115.7,29914.3,30160.5,7478.6,7540.1,623457.9,628110.1,548306.2,155864.5,157027.5,116.26759665,14.08773584,,1.89189,7.893521691,74.877011258,522255.2,540228.0,130563.8,135057.0,4458559.8,649316.0,,,,,453468.9,475132.6,113367.2,118783.1,117.449669367,376763.4,404541.4,94190.9,101135.4,368695.4,396619.1,346227.1,92173.9,99154.8,115.334307566,15.316105659,,3.613059948,5.942436289,65.986535364,311201.9,343886.5,77800.5,85971.6,2589556.0,377126.3,84773.4,78083.0,68162.3,21193.4,19520.8,128.733194887,11.562295256,,1.423551918,8.845873662,62.665256566,65561.5,60654.9,16390.4,15163.7,675324.7,98350.0,135208.5,122225.4,33802.1,30556.4,115577.5,28894.4,108464.7,112503.7,98209.7,27116.2,28125.9,117.516418471,17.866419366,,8.957723618,20.97648055,67.942449419,92100.0,95734.5,23025.0,23933.6,629693.6,91704.5,108464.7,27116.2,92100.0,95734.5,23025.0,23933.6,62944.8,15736.2,52070.3,13017.6,33257.8,8314.4,29105.6,7276.4,11718.4,2929.6,10487.3,2621.8,543.8,135.9,436.8,109.2,26743.8,6686.0,23477.5,5869.4,26743.8,26743.8,6686.0,6686.0,23477.5,5869.4,,,,,144309.5,143901.2,125618.0,36077.4,35975.3,112.077685179,23.762718735,,-3.158898345,7.002166555,94.99682923,129550.8,128394.2,32387.7,32098.5,605575.5,88192.1,109528.9,109008.0,95158.1,27382.2,27252.0,110.967992599,27.886361302,,5.575015609,12.688616423,55.725492742,99636.6,98233.7,24909.1,24558.4,390900.7,56928.3,1.14555,0.0,0.0,0.0,0.0,349310.7
2006-Q1,32022.1,36282.8,8005.5,9070.7,102.2,29187.9,35516.6,7297.0,8879.1,643562.4,672531.6,566330.3,160890.6,168132.9,121.339041292,14.702224954,,2.597090985,7.5772501,76.821635367,532348.2,554258.2,133087.1,138564.6,4574352.6,666179.4,,,,,498097.4,506830.7,124524.4,126707.7,122.48428666,411767.0,413792.5,102941.7,103448.1,420680.1,424741.0,357668.9,105170.0,106185.2,120.209366277,15.963501181,,2.747363515,9.837681106,67.799425361,354888.1,353334.3,88722.0,88333.6,2660700.5,387487.3,77417.3,81986.8,69040.0,19354.3,20496.7,135.609235055,12.179873392,,-0.32446664,4.885987573,62.461928714,56878.9,60458.1,14219.7,15114.5,673133.5,98030.8,113442.9,125866.5,28360.7,31466.6,91393.4,22848.3,116110.7,120813.9,101735.8,29027.7,30203.5,123.093632497,18.714342116,,2.521039666,16.210690811,69.655305519,93836.6,98148.0,23459.1,24537.0,645568.5,94016.4,116110.7,29027.7,93836.6,98148.0,23459.1,24537.0,69300.3,17325.1,53241.2,13310.3,34824.6,8706.1,29994.9,7498.7,11432.4,2858.1,10162.2,2540.5,553.4,138.4,438.3,109.6,-2667.8,-666.9,-2443.2,-610.8,-2667.8,-2667.8,-666.9,-666.9,-2443.2,-610.8,,,,,143494.8,154454.1,130063.8,35873.7,38613.5,112.938830483,23.945298823,,6.515032279,6.024687451,101.185903319,125801.7,136759.1,31450.4,34189.8,645029.0,93937.9,111472.7,118171.4,99510.6,27868.2,29542.8,116.721097862,29.332122085,,3.062882837,13.728813004,57.432299295,96613.9,101242.5,24153.5,25310.6,402873.5,58671.9,1.18753,0.0,0.0,0.0,0.0,352794.8
2006-Q2,45474.1,41007.2,11368.5,10251.8,129.8,39687.5,31590.2,9921.9,7897.5,727989.2,691804.0,576865.3,181997.3,172951.0,123.202450818,14.928007734,,1.309834311,6.634969526,77.827871505,614076.4,561518.1,153519.1,140379.5,4634269.1,674905.2,,,,,557761.5,522424.8,139440.4,130606.2,120.52282692,472817.6,433465.4,118204.4,108366.3,472565.0,436244.0,363764.9,118141.2,109061.0,117.073358532,15.547047249,,5.459459975,8.591929206,71.500907852,412814.7,372624.5,103203.7,93156.1,2805960.4,408642.1,85196.5,86162.1,71846.9,21299.1,21540.5,141.618732235,12.71962214,,0.633165529,3.417158496,62.857416115,60003.0,60840.9,15000.7,15210.2,677395.5,98651.5,124753.6,124735.8,31188.4,31183.9,101571.2,25392.8,130833.7,125535.9,104678.9,32708.4,31384.0,124.893227849,18.987940696,,2.411243821,12.717081617,71.334864769,105355.8,100514.5,26339.0,25128.6,661134.7,96283.4,130833.7,32708.4,105355.8,100514.5,26339.0,25128.6,75925.6,18981.4,56479.5,14119.9,40430.9,10107.7,35657.3,8914.3,13942.6,3485.7,12790.7,3197.7,534.6,133.7,428.3,107.1,-6080.1,-1520.0,-3784.6,-946.1,-6080.1,-6080.1,-1520.0,-1520.0,-3784.6,-946.1,,,,,165070.5,160643.8,133953.9,41267.6,40160.9,118.931193414,25.215800036,,-1.232978432,2.000659288,99.938302954,141431.4,135072.9,35357.8,33768.2,637075.9,92779.6,119596.4,119636.6,99759.7,29899.1,29909.1,115.610206899,29.052954138,,2.212714667,5.193829507,58.703112205,101743.9,103482.7,25436.0,25870.7,411788.0,59970.2,1.19925,0.0,0.0,0.0,0.0,264490.6
2006-Q3,37151.2,40618.1,9287.8,10154.5,129.7,29430.5,31323.5,7357.6,7830.9,729299.5,731227.4,596330.4,182324.9,182806.8,126.720206551,15.354241826,,2.764431047,8.835127993,79.979369348,562979.0,577040.9,140744.7,144260.2,4762380.3,693562.5,,,,,558240.7,558249.7,139560.2,139562.4,126.155990506,433833.2,442507.5,108458.3,110626.9,469727.0,467805.4,381504.5,117431.8,116951.3,122.811124691,16.309008148,,2.224761207,14.76959108,73.091632312,372993.1,380914.5,93248.3,95228.6,2868386.3,417733.4,88513.7,90873.2,74108.9,22128.4,22718.3,147.538096391,13.251275504,,1.236149013,2.99215242,63.634427444,60840.1,61593.0,15210.0,15398.3,685769.1,99871.0,133907.7,136403.6,33476.9,34100.9,99715.3,24928.8,139597.7,135551.5,110545.0,34899.4,33887.9,130.852456612,19.893942441,,3.060834428,17.899596339,73.518306869,106228.6,103591.1,26557.2,25897.8,681370.9,99230.5,139597.7,34899.4,106228.6,103591.1,26557.2,25897.8,81457.3,20364.3,58624.6,14656.1,43401.7,10850.4,35606.9,8901.7,14172.2,3543.0,11531.3,2882.8,566.5,141.6,465.8,116.5,-5690.0,-1422.5,-6513.3,-1628.3,-5690.0,-5690.0,-1422.5,-1422.5,-6513.3,-1628.3,,,,,169541.6,166595.5,135861.9,42385.4,41648.9,122.242431857,25.917849044,,0.895822529,2.791159995,100.833572787,139275.1,136282.9,34818.8,34070.7,642783.0,93610.8,132390.5,125977.4,102737.0,33097.6,31494.3,120.024840851,30.162355817,,1.427012588,12.803350014,59.540813006,109844.6,104959.4,27461.1,26239.9,417664.3,60825.9,1.22621,0.0,0.0,0.0,0.0,301735.2
2006-Q4,46285.4,43024.6,11571.3,10756.1,131.5,32835.4,32711.0,8208.8,8177.8,762766.0,768054.0,611273.3,190691.5,192013.5,130.315497067,15.789870535,,2.138420959,9.098458356,81.689664945,572794.0,589380.4,143198.5,147345.1,4864220.0,708393.8,,,,,553647.2,580241.6,138411.8,145060.4,130.8391672,414824.5,443477.0,103706.1,110869.2,448843.9,483025.6,384427.0,112211.0,120756.4,126.905498117,16.85273063,,-0.077738579,10.681386004,73.034811916,346795.8,380618.4,86698.9,95154.6,2866156.4,417408.6,104803.3,96908.8,77127.0,26200.8,24227.2,154.169392211,13.846871692,,2.054792251,3.633155416,64.941982728,68028.8,62858.6,17007.2,15714.7,699860.3,101923.2,162833.5,147931.8,40708.4,36982.9,125134.2,31283.5,138392.9,143033.7,113836.6,34598.2,35758.4,134.081185201,20.38481699,,2.978829012,11.430029637,75.708291524,103509.6,106676.9,25877.4,26669.2,701667.8,102186.4,138392.9,34598.2,103509.6,106676.9,25877.4,26669.2,80919.6,20229.9,57146.6,14286.7,42650.6,10662.7,34363.4,8590.9,14221.2,3555.3,11516.7,2879.2,601.4,150.4,482.9,120.7,24440.6,6110.1,21624.6,5406.1,24440.6,24440.6,6110.1,6110.1,21624.6,5406.1,,,,,181289.4,177702.9,141428.9,45322.4,44425.7,123.986707962,26.287670588,,5.166666386,11.62825955,106.043307098,144930.8,143324.2,36232.7,35831.0,675993.4,98447.3,135004.0,134678.4,107186.8,33751.0,33669.6,121.756170763,30.597440659,,5.38660639,12.602041107,62.748042244,112095.5,110613.2,28023.9,27653.3,440162.2,64102.4,1.25648,0.0,0.0,0.0,0.0,360704.2
2007-Q1,29342.7,36322.3,7335.7,9080.6,145.8,17718.8,24913.4,4429.7,6228.3,774387.8,809129.1,631356.0,193596.9,202282.3,134.152849456,16.25482903,,2.3345292,8.819258569,83.596734027,576846.9,603139.7,144211.7,150784.9,4977776.6,724931.4,,,,,604271.7,612807.3,151067.9,153201.8,134.159444799,455771.1,456775.4,113942.8,114193.8,506621.0,508655.7,396899.4,126655.3,127163.9,129.92763115,17.254062288,,2.856724364,10.79919156,75.121215182,394546.9,391491.6,98636.7,97872.9,2948034.6,429332.8,97650.7,103874.8,81052.6,24412.7,25968.7,159.112636431,14.290853908,,3.858182964,7.981877332,67.447563243,61224.2,65283.8,15306.1,16321.0,726862.2,105855.5,140773.4,157568.6,35193.3,39392.2,103357.0,25839.3,148228.5,154648.0,120670.4,37057.1,38662.0,132.383054915,20.126644488,,9.506867731,19.022920138,82.90577866,111459.5,116818.6,27864.9,29204.6,768374.4,111901.1,148228.5,37057.1,111459.5,116818.6,27864.9,29204.6,84535.4,21133.9,58325.1,14581.3,48693.9,12173.5,40561.2,10140.3,14417.5,3604.4,12092.7,3023.2,581.7,145.4,480.5,120.1,-7455.1,-1863.8,-8102.5,-2025.6,-7455.1,-7455.1,-1863.8,-1863.8,-8102.5,-2025.6,,,,,168496.9,184278.1,143790.5,42124.2,46069.5,129.008071804,27.352300504,,-0.336210059,4.448125051,105.686778833,129994.3,142842.3,32498.6,35710.6,673720.7,98116.4,139154.2,147955.8,115448.6,34788.5,36989.0,125.461843309,31.528679668,,6.613823424,16.481644966,66.898086961,112275.5,117928.9,28068.9,29482.2,469273.7,68342.0,1.28157,0.0,0.0,0.0,0.0,330058.5
2007-Q2,43675.5,39250.9,10918.9,9812.7,168.5,34175.2,23294.1,8543.8,5823.5,904350.4,859570.3,649634.6,226087.6,214892.6,139.457965419,16.897631277,,2.192765523,9.7676356,85.429814389,674620.6,616365.1,168655.1,154091.3,5086927.6,740827.5,,,,,687355.5,646912.3,171838.9,161728.1,137.772317041,509306.0,469551.7,127326.5,117387.9,576216.9,535085.1,404399.5,144054.2,133771.3,132.611791346,17.610512004,,3.066683274,8.285261334,77.424944924,444046.1,403497.4,111011.5,100874.3,3038441.5,442499.1,111138.6,111865.6,84544.3,27784.7,27966.4,169.353916773,15.210684316,,1.180254744,8.568917601,68.243616308,65259.9,66054.3,16315.0,16513.6,735441.0,107104.9,173319.3,172153.9,43329.8,43038.5,131139.4,32784.8,170803.8,164807.8,124556.2,42700.9,41201.9,135.743374763,20.637525303,,3.9315025,20.789773275,86.165221421,125373.1,121411.3,31343.3,30352.8,798583.1,116300.5,170803.8,42700.9,125373.1,121411.3,31343.3,30352.8,93844.6,23461.1,61110.3,15277.6,58450.4,14612.6,48655.4,12163.9,17913.0,4478.2,15126.1,3781.5,595.8,149.0,481.3,120.3,2515.5,628.9,5766.3,1441.6,2515.5,2515.5,628.9,628.9,5766.3,1441.6,,,,,193068.4,189138.0,142944.2,48267.1,47284.5,131.238282642,27.825149964,,0.893103612,6.69649986,106.630671271,151852.5,144118.0,37963.1,36029.5,679737.7,98992.6,149392.8,149887.1,113279.7,37348.2,37471.8,124.054139331,31.174922329,,2.454888504,16.757626354,68.540360407,117677.3,120824.0,29419.3,30206.0,480793.9,70019.7,1.32316,0.0,0.0,0.0,0.0,315518.2
