country,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND
2012-Q4,-2327.1,-2335.0,-2074.2,-2044.3,23568.6,23568.6,21775.3,21775.3,5576.0,4240.7,5060.5,3810.1,5026.7,5225.7,4686.4,4866.4,3777.7,3962.3,3557.8,3724.7,2119.6,2119.6,1940.7,1948.7,4125.5,4200.9,3831.8,3895.4,10846.4,11071.6,10087.7,10355.3,4004.9,4004.9,3779.8,3779.8,2715.9,2865.8,2476.0,2680.1,25483.8,25198.7,23447.7,23176.8,100794.7,6114579.5,25483.8,25198.7,90.3,1.18687,5.63357,83.4,23447.7,23176.8,111673.3,5805732.3,1915.1,1898.3,1672.4,1688.2,1263.3,1074.1,17178.9,16938.4,15670.2,15400.8,57488.7,3487473.5,15082.0,14372.2,86.7,2.42146,8.78453,84.3,13773.7,13161.3,66291.1,3446380.4,8387.5,508815.2,2096.9,2096.9,87.8,-33.72609,-13.94448,68.0,1896.4,1896.4,9556.1,496805.2,9368.7,9540.9,8777.6,8937.2,33253.3,2017266.8,8154.4,8313.3,93.8,-0.06374,2.95159,91.4,7693.4,7807.3,35463.4,1843691.8,515.3,515.3,482.2,482.2,1214.3,1214.3,1084.2,1084.2,699.1,699.1,602.0,602.0,22609.9,1371602.0,5660.4,5652.5,92.8,-19.34063,-4.44968,89.1,5286.2,5316.0,24353.9,1266125.6,31950.0,1938204.9,7987.5,7987.5,89.7,-1.25865,3.09713,116.0,7360.3,7360.3,35607.8,1851199.3,16.48433,11005.4,1962.3,2236.1,1676.0,1873.8,11616.6
2013-Q1,-1661.5,-1903.1,-1437.2,-1686.9,24562.2,24562.2,22462.5,22462.5,4544.5,4401.8,4026.8,3859.3,5583.3,5331.6,5180.2,4918.9,4245.2,4056.4,3988.0,3786.8,2316.2,2316.2,2099.8,1985.5,4532.4,4386.2,4169.4,3941.5,12118.2,11811.0,11155.8,10733.0,4351.7,4351.7,4067.4,4067.4,3234.1,3073.1,2919.0,2724.1,27254.8,26003.8,24670.8,23547.3,104015.3,6177630.9,27254.8,26003.8,91.7,1.59874,5.86067,84.7,24670.8,23547.3,113458.6,5898550.6,2692.6,1978.5,2208.3,1706.4,658.5,245.8,17959.2,17525.2,16212.4,15788.3,58927.0,3499763.9,14948.2,14731.7,88.5,0.47588,5.12113,84.7,13516.0,13223.9,66606.6,3462780.9,12044.1,715318.6,3011.0,3011.0,88.6,42.18265,-5.94579,96.6,2696.4,2696.4,13587.0,706370.8,10298.6,9662.2,9649.8,9119.4,34225.3,2032691.7,9041.1,8556.3,94.1,2.57237,3.17955,93.7,8455.3,8008.1,36375.7,1891118.3,579.0,579.0,540.5,540.5,1257.4,1257.4,1194.6,1194.6,678.4,678.4,654.0,654.0,23980.0,1424206.9,6236.7,5995.0,95.0,3.69099,0.43807,92.4,5761.9,5512.2,25252.8,1312858.2,31592.5,1876330.7,7898.1,7898.1,90.7,-2.18977,0.37934,113.5,7199.1,7199.1,34828.1,1810662.3,16.83741,6431.6,1336.9,1028.9,899.8,765.2,6464.6
2013-Q2,-1521.4,-1397.9,-1070.3,-908.9,24413.8,24413.8,22062.3,22062.3,4077.1,4521.8,3544.5,3952.8,5467.2,5397.0,5006.7,4923.8,4131.3,4102.9,3830.8,3809.5,2218.1,2218.1,1987.2,1977.6,4274.7,4418.5,3887.8,3951.4,12651.3,12942.2,11523.9,11665.9,5339.8,5339.8,4948.8,4948.8,3036.8,3183.9,2687.2,2765.7,25653.7,26724.3,23474.0,23877.9,106897.0,6225007.2,25653.7,26724.3,92.9,1.40382,6.11797,85.9,23474.0,23877.9,115051.4,5981355.6,1240.0,2085.9,1411.7,1760.6,78.6,63.8,17886.6,18152.4,15935.6,16131.4,60906.0,3546779.8,14801.7,15226.5,89.4,2.27859,7.72347,86.7,13213.8,13525.3,68124.3,3541683.6,12339.4,718568.4,3084.8,3084.8,90.0,0.9414,18.9483,97.6,2721.8,2721.8,13715.0,713020.6,9210.0,9480.7,8544.9,8670.0,34193.5,1991214.4,8479.4,8548.4,94.5,-0.51677,1.74209,93.2,7855.2,7966.7,36187.7,1881345.5,348.7,348.7,318.5,318.5,730.6,730.6,689.7,689.7,381.9,381.9,371.2,371.2,25142.9,1464165.7,6162.3,6285.7,96.9,2.76709,3.38084,95.0,5503.3,5664.7,25951.6,1349186.2,30734.6,1789788.1,7683.6,7683.6,96.6,-8.68865,-3.00363,103.6,6573.6,6573.6,31802.0,1653340.2,17.17219,5049.8,460.5,913.7,435.0,254.5,2874.9
2013-Q3,-802.8,-692.3,-394.7,-344.6,25118.5,25118.5,21939.0,21939.0,3508.4,4660.7,2893.7,3984.6,5526.1,5611.0,4933.2,5005.2,4243.9,4238.6,3875.9,3848.0,2244.1,2244.1,1944.6,1995.3,4569.5,4617.7,4018.9,4132.5,13840.0,13684.6,12167.5,12126.0,5856.7,5856.7,5242.5,5242.5,3413.9,3210.2,2906.1,2751.1,26862.0,27614.7,23570.8,24260.2,110458.8,6297429.4,26862.0,27614.7,94.5,1.60112,5.9169,87.3,23570.8,24260.2,116893.5,6077124.2,1743.5,2163.2,1631.8,1815.3,-128.5,-317.7,18469.3,18691.2,15786.9,16083.1,62991.5,3591243.5,15156.2,15747.9,91.6,0.90008,6.2011,87.4,12992.0,13647.0,68737.5,3573561.6,13252.4,755538.7,3313.1,3313.1,94.1,2.68356,-2.33041,100.2,2794.8,2794.8,14083.0,732154.9,9324.0,9471.4,8496.4,8637.0,34622.5,1973885.4,8558.6,8655.6,96.1,-0.46483,1.50324,92.8,7796.7,7929.7,36019.5,1872600.5,358.2,358.2,322.2,322.2,765.4,765.4,699.7,699.7,407.2,407.2,377.4,377.4,30338.5,1729646.2,7474.1,7584.6,101.9,14.76089,-1.3621,109.0,6450.8,6500.9,29782.3,1548338.1,33107.6,1887515.4,8276.9,8276.9,100.0,4.13609,-8.16476,107.9,6845.5,6845.5,33117.4,1721723.8,17.5403,2361.5,278.7,232.2,59.7,-89.0,1388.6
2013-Q4,-567.7,-567.8,-187.0,-140.8,27061.5,27061.5,23149.4,23149.4,6701.1,5152.2,5393.6,4081.0,5556.9,5802.2,4912.4,5144.1,4161.9,4382.8,3771.9,3984.3,2316.9,2316.9,1984.7,2010.1,4808.9,4815.6,4179.8,4258.5,12486.5,12597.3,10858.7,11106.8,4593.3,4593.3,4098.2,4098.2,3084.4,3188.5,2580.7,2750.1,29210.7,28605.9,24980.0,24794.2,114423.6,6421293.5,29210.7,28605.9,95.8,2.20112,6.97856,89.2,24980.0,24794.2,119466.5,6210888.8,2149.2,2210.9,1830.6,1881.0,418.2,-32.4,19897.3,19466.2,16686.0,16475.0,67156.2,3768715.1,17527.0,16789.1,94.1,3.79945,7.62995,90.8,14732.1,14165.5,71349.1,3709337.4,9481.0,532061.2,2370.3,2370.3,96.3,-30.08734,3.03212,70.0,1954.0,1954.0,9845.8,511869.0,9462.9,9630.2,8513.4,8702.7,35788.7,2008412.0,8756.2,8947.2,98.2,1.18161,2.76812,93.9,7875.8,8023.4,36445.1,1894727.4,351.3,351.3,313.6,313.6,706.7,706.7,637.6,637.6,355.4,355.4,324.0,324.0,29079.7,1631910.7,7270.0,7269.9,102.6,-4.86475,16.34038,103.7,6138.4,6184.6,28333.5,1473015.3,31350.8,1759361.8,7837.7,7837.7,102.4,-7.59793,-14.06067,99.7,6325.4,6325.4,30601.1,1590908.4,17.81939,4268.7,773.7,715.9,291.6,478.5,4094.1
2014-Q1,-458.4,-692.3,-110.8,-368.6,27037.8,27037.8,23485.8,23485.8,4977.1,4929.1,4260.2,4073.6,6143.8,5883.8,5381.8,5161.1,4597.3,4410.1,4128.6,3965.2,2435.6,2435.6,2091.3,2024.7,5091.7,4892.9,4434.1,4178.2,13481.3,13235.0,11752.5,11403.9,4905.4,4905.4,4384.5,4384.5,3484.2,3436.7,2933.9,2841.1,30608.7,29390.4,25989.0,25081.5,117561.5,6468407.1,30608.7,29390.4,97.3,1.15901,6.51554,90.2,25989.0,25081.5,120851.1,6282873.3,3571.0,2243.7,2503.2,1920.4,775.6,-44.3,20068.4,20011.9,16963.0,16682.0,67972.3,3739934.9,17271.5,16993.1,94.8,0.4944,7.64979,91.2,14635.4,14235.5,71701.9,3727676.3,11187.6,615557.2,2796.9,2796.9,95.4,19.12505,-13.67648,83.4,2327.6,2327.6,11728.8,609764.2,10223.2,9637.7,9181.0,8725.9,36020.1,1981878.9,9362.1,9005.0,98.8,0.07559,0.26658,94.0,8421.5,8029.5,36472.6,1896159.6,388.0,388.0,343.3,343.3,861.1,861.1,759.5,759.5,473.1,473.1,416.2,416.2,29710.1,1634696.1,7661.4,7427.5,102.4,2.38905,14.87961,106.2,6590.2,6332.4,29010.4,1508206.3,32479.5,1787070.3,8119.9,8119.9,100.2,5.93762,-6.91967,105.6,6701.0,6701.0,32418.1,1685370.6,18.17472,5150.9,1248.7,899.7,371.9,514.2,4355.5
2014-Q2,-937.2,-797.3,-407.2,-235.6,28079.0,28079.0,23771.5,23771.5,4609.6,5074.6,3626.5,4017.0,6358.6,6263.0,5556.0,5382.1,4711.6,4666.6,4221.7,4134.6,2475.4,2475.4,2095.8,2061.2,5082.1,5120.8,4323.0,4377.3,14635.3,14860.3,12493.2,12681.8,6207.7,6207.7,5400.7,5400.7,3345.5,3531.8,2769.5,2903.8,29143.9,30098.0,25357.5,25655.8,120392.1,6603984.6,29143.9,30098.0,97.4,2.28965,7.44603,92.3,25357.5,25655.8,123618.2,6426729.3,1064.9,2248.5,1586.0,1979.2,-1051.9,-458.4,20527.7,20602.1,16957.3,17090.7,70250.0,3853488.7,17157.3,17562.5,96.3,1.68958,7.02984,92.8,14171.7,14476.1,72913.3,3790658.4,13481.5,739513.3,3370.4,3370.4,96.0,19.6761,2.34514,99.8,2785.6,2785.6,14036.6,729741.9,10605.4,10785.3,9265.8,9329.5,37010.4,2030164.7,9289.1,9252.6,100.2,1.31641,2.11419,95.2,8085.7,8135.2,36952.8,1921120.8,784.4,784.4,688.8,688.8,1316.3,1316.3,1180.1,1180.1,531.9,531.9,491.3,491.3,28835.7,1581749.4,7069.0,7208.9,98.4,1.01117,12.91672,107.2,6224.8,6396.4,29303.7,1523456.8,32024.7,1756679.3,8006.2,8006.2,99.8,-1.02875,0.88863,104.5,6632.0,6632.0,32084.6,1668032.3,18.23023,2839.3,-520.0,-74.5,32.9,-194.2,2496.4
2014-Q3,-1137.3,-1075.0,-551.0,-523.6,28706.1,28706.1,23793.6,23793.6,4043.5,5226.0,2994.9,4027.8,6170.1,6247.4,5365.8,5433.9,4764.7,4744.4,4237.6,4192.8,2463.9,2463.9,2049.1,2096.5,5176.0,5223.6,4328.3,4480.1,16028.6,15855.0,13383.7,13392.0,6951.2,6951.2,5927.7,5927.7,3901.4,3680.2,3127.7,2984.2,30539.8,30881.8,25622.4,26124.2,123527.2,6694915.9,30539.8,30881.8,98.1,1.8258,7.68364,94.0,25622.4,26124.2,125875.2,6544068.4,1833.7,2321.7,1828.9,2027.7,-470.4,-329.8,21428.2,21193.4,17204.1,17388.1,72594.6,3934478.9,17583.3,18148.7,97.8,1.80105,7.98555,94.4,14128.0,14736.8,74226.5,3858930.0,15379.5,833535.5,3844.9,3844.9,99.2,10.42675,10.06282,110.3,3076.1,3076.1,15500.1,805830.3,10719.4,10768.9,9299.2,9456.0,37797.1,2048522.4,9440.2,9449.3,100.4,1.8921,4.53218,97.0,8155.5,8289.1,37651.9,1957470.2,793.2,793.2,691.4,691.4,1279.1,1279.1,1143.6,1143.6,485.9,485.9,452.2,452.2,29333.7,1589823.0,7271.1,7333.4,101.7,-1.61452,-3.19554,105.5,6265.7,6293.2,28830.6,1498860.3,33633.6,1822868.6,8408.4,8408.4,102.0,2.78444,-0.42087,107.4,6816.7,6816.7,32978.0,1714477.6,18.45089,2055.9,15.5,-279.2,122.4,-145.6,2644.0
2014-Q4,-1038.3,-1066.7,-453.1,-415.7,29403.6,29403.6,24570.1,24570.1,6889.2,5292.7,5228.9,4010.6,5786.0,6066.0,5117.2,5433.1,4351.9,4606.0,3898.3,4171.9,2423.3,2423.3,2065.6,2090.4,5146.7,5307.9,4406.6,4520.6,14305.1,14437.3,12158.4,12190.4,5208.5,5208.5,4594.8,4594.8,3950.0,3921.0,3157.1,3075.0,31849.2,31520.2,26459.5,26525.0,126080.6,6745756.8,31849.2,31520.2,98.6,1.53397,6.9807,95.4,26459.5,26525.0,127806.1,6644452.3,2445.5,2458.4,1889.4,2050.0,931.8,372.3,21678.4,21562.0,17565.5,17413.3,71743.4,3838521.8,18542.9,17935.8,97.1,-0.4776,3.53601,94.0,15045.8,14666.4,73872.0,3840499.7,12541.9,671033.9,3135.5,3135.5,98.8,-18.08647,28.95567,90.3,2519.7,2519.7,12696.7,660084.1,10277.3,10493.7,8974.7,9188.6,37226.7,1991757.6,9094.8,9306.7,101.3,-2.36813,0.86489,94.7,7936.4,8092.8,36760.3,1911114.7,724.5,724.5,636.1,636.1,1182.5,1182.5,1038.4,1038.4,458.0,458.0,402.3,402.3,29191.2,1561830.3,7326.2,7297.8,99.7,1.55092,3.3327,107.1,6353.4,6390.8,29277.7,1522106.5,33458.2,1790129.8,8364.5,8364.5,101.6,-0.15041,7.60512,107.3,6806.5,6806.5,32928.4,1711898.9,18.69036,8835.7,1389.8,1484.5,774.6,1025.7,8127.7
2015-Q1,-610.4,-784.3,-143.2,-379.6,28854.1,28854.1,24986.1,24986.1,5393.7,5342.8,4206.7,4001.7,6376.3,6114.6,5827.7,5617.5,4955.4,4766.7,4481.8,4340.1,2428.3,2428.3,2141.8,2104.1,5671.3,5423.7,5019.0,4698.8,14655.8,14472.2,12809.9,12581.0,5266.1,5266.1,4814.0,4814.0,3718.4,3782.4,2976.9,3068.2,33146.7,32179.6,27837.3,26971.7,128718.4,6789665.4,33146.7,32179.6,99.0,1.68431,7.53623,97.1,27837.3,26971.7,129958.7,6756365.3,4292.6,2608.2,2851.2,2098.6,777.4,171.0,21856.8,22133.6,17941.2,17776.0,75305.5,3972231.0,19189.8,18826.4,98.1,3.96097,7.10749,97.7,15781.1,15247.3,76798.1,3992620.6,10667.6,562698.6,2666.9,2666.9,98.0,-14.27447,-7.2001,77.4,2160.1,2160.1,10884.3,565860.5,11122.9,10677.0,9868.3,9434.0,37981.6,2003459.5,9679.8,9495.4,101.2,2.11517,2.92056,96.7,8603.4,8264.0,37537.8,1951538.1,824.9,824.9,731.2,731.2,1443.1,1443.1,1264.9,1264.9,618.2,618.2,533.7,533.7,27185.0,1433958.5,6970.1,6796.2,98.2,-5.47164,-4.60043,101.3,6277.5,6041.1,27675.8,1438822.3,30322.1,1599435.7,7580.5,7580.5,97.6,-5.66717,-4.18233,101.2,6420.7,6420.7,31062.3,1614882.7,18.95799,7900.8,1395.6,1150.3,704.7,948.8,8125.0
2015-Q2,-866.8,-741.4,-424.4,-276.7,30728.7,30728.7,25601.9,25601.9,4993.7,5385.4,3712.7,4012.9,7046.6,6960.2,6086.4,5899.9,5307.5,5269.2,4662.2,4574.0,2532.5,2532.5,2182.5,2123.3,5537.5,5549.5,4752.4,4791.4,16155.8,16408.0,13620.3,13851.4,6906.6,6906.6,5949.8,5949.8,3711.8,3952.0,2918.1,3110.2,32435.4,33055.2,27282.8,27549.4,132220.9,6917689.6,32435.4,33055.2,99.6,2.14178,7.38078,99.1,27282.8,27549.4,132742.1,6901071.9,1706.8,2771.6,1691.1,2142.4,-204.3,224.9,22785.0,22889.3,18097.8,18263.4,78263.0,4094658.8,19149.0,19565.8,100.2,1.72995,7.15002,99.4,15179.3,15511.1,78126.6,4061691.1,14544.2,760943.0,3636.1,3636.1,98.9,35.10926,4.76717,104.6,2918.4,2918.4,14705.7,764530.0,10721.6,10787.0,9384.5,9417.2,38122.9,1994559.0,9610.3,9530.7,100.1,1.46556,3.07207,98.1,8383.0,8385.1,38088.0,1980139.0,649.1,649.1,586.6,586.6,1111.2,1111.2,1001.5,1001.5,462.1,462.1,414.9,414.9,27353.3,1431102.9,6712.9,6838.3,100.0,-1.13791,-6.63012,100.1,5824.6,5972.3,27360.8,1422449.9,30319.1,1586270.6,7579.8,7579.8,100.3,-2.67427,-5.77542,98.5,6249.0,6249.0,30231.6,1571696.4,19.11345,4256.5,257.8,415.0,639.8,424.8,4692.5
2015-Q3,-1081.8,-1039.1,-600.7,-577.5,30919.4,30919.4,25782.2,25782.2,4242.4,5469.6,3078.1,4035.5,6823.2,6913.1,5941.7,6037.6,5340.7,5318.4,4728.5,4691.6,2370.7,2370.7,2057.9,2123.8,5418.7,5645.9,4676.5,4879.9,17483.1,17510.4,14704.6,14760.8,7733.5,7733.5,6699.7,6699.7,4331.0,4131.1,3328.3,3181.1,33558.8,33910.2,27680.9,28058.0,135640.9,7021361.4,33558.8,33910.2,100.3,1.84622,7.40231,101.0,27680.9,28058.0,135192.8,7028480.6,2639.5,2926.4,1910.3,2167.8,301.6,273.5,23560.9,23500.1,18484.6,18636.4,79660.6,4123578.0,19304.2,19915.1,100.4,1.51724,6.8513,100.9,15131.3,15746.4,79312.0,4123316.7,17026.7,881374.3,4256.7,4256.7,100.8,14.90041,9.01155,120.2,3353.3,3353.3,16897.0,878448.1,10778.2,10928.6,9523.5,9731.9,38920.5,2014696.5,9603.2,9730.1,99.4,2.84278,4.03377,100.9,8443.6,8623.4,39170.7,2036430.0,653.2,653.2,595.0,595.0,1174.9,1174.9,1079.9,1079.9,521.8,521.8,484.9,484.9,27654.8,1431534.6,6871.0,6913.7,100.7,0.32612,-4.78841,100.4,5968.6,5991.8,27450.1,1427088.7,31811.1,1646679.4,7952.8,7952.8,100.1,5.12575,-3.62909,103.5,6569.3,6569.3,31781.2,1652257.7,19.31832,4189.3,823.3,394.2,758.4,317.4,4144.3
2015-Q4,-811.9,-841.2,-353.5,-312.2,32046.7,32046.7,26370.0,26370.0,7210.7,5624.5,5115.5,4020.1,6566.4,6888.1,5814.3,6177.2,5060.3,5354.5,4503.6,4817.0,2481.5,2481.5,2164.5,2174.8,5586.1,5788.7,4843.3,4995.3,15788.2,15850.8,13275.7,13279.4,5775.6,5775.6,5062.9,5062.9,4426.5,4286.4,3369.5,3221.2,34766.3,34843.5,28363.9,28628.3,139373.9,7129007.0,34766.3,34843.5,101.0,2.03248,7.92964,103.0,28363.9,28628.3,137940.6,7171333.1,2719.7,3062.5,2004.8,2231.5,62.8,-115.4,24463.1,24224.2,19062.5,18856.4,81428.8,4165101.5,20964.4,20357.2,101.3,1.34556,8.80872,102.3,16334.5,15958.3,80379.2,4178798.5,13994.6,715826.5,3498.6,3498.6,101.8,-18.64732,8.26516,97.8,2728.0,2728.0,13746.1,714641.1,11052.4,11225.4,9770.3,9978.9,40368.7,2064867.3,9919.4,10092.2,99.8,3.26329,10.03445,104.2,8748.5,8904.8,40449.0,2102884.5,618.9,618.9,566.7,566.7,1133.1,1133.1,1021.8,1021.8,514.2,514.2,455.1,455.1,26978.1,1379937.9,6773.8,6744.5,101.0,-2.68261,-8.75767,97.8,5789.8,5831.1,26713.7,1388805.5,30342.9,1552045.5,7585.7,7585.7,102.1,-6.4852,-9.74318,96.8,6143.3,6143.3,29720.1,1545105.5,19.55025,6946.6,577.0,1117.8,339.6,782.7,6372.7
2016-Q1,-402.2,-541.1,-34.0,-246.2,32050.2,32050.2,27164.5,27164.5,5828.6,5795.9,4255.1,4093.0,7315.5,6990.2,6617.3,6345.1,5753.4,5519.7,5144.1,4955.9,2526.1,2526.1,2248.4,2231.4,6402.9,5961.1,5656.0,5261.5,16380.1,16038.0,14043.6,13752.4,5845.7,5845.7,5235.5,5235.5,4131.4,4231.2,3152.2,3255.4,36958.1,35909.8,30367.4,29459.2,143639.3,7307732.6,36958.1,35909.8,101.2,2.90232,9.22246,106.0,30367.4,29459.2,141944.1,7379468.5,4908.0,3213.4,3221.8,2286.3,865.0,405.0,24816.8,25012.2,19497.4,19386.0,85703.9,4360234.4,21846.5,21426.0,102.5,4.01049,8.86055,106.4,17169.1,16598.3,83602.8,4346388.7,11881.3,604470.2,2970.3,2970.3,101.3,-14.65111,7.78949,83.5,2328.3,2328.3,11732.2,609938.2,11678.6,11289.7,10498.9,10049.2,40871.6,2079365.3,10438.0,10217.9,99.9,1.1638,9.00929,105.4,9346.7,9008.5,40919.7,2127357.8,703.6,703.6,647.3,647.3,1240.6,1240.6,1152.3,1152.3,537.0,537.0,505.0,505.0,27159.6,1381761.3,6928.8,6789.9,100.4,1.31172,-2.21011,99.0,6119.8,5907.6,27064.1,1407022.7,29323.9,1491869.6,7331.0,7331.0,98.5,0.17021,-4.15803,97.0,6153.8,6153.8,29770.7,1547735.4,19.65579,7346.8,1401.9,1133.1,910.0,1123.0,8396.0
2016-Q2,-555.0,-425.7,-243.4,-96.8,34002.0,34002.0,27987.3,27987.3,5730.9,6062.9,3896.1,4203.3,7463.5,7420.4,6679.6,6573.9,5760.0,5764.7,5120.4,5103.9,2735.4,2735.4,2345.4,2274.2,6071.2,6054.1,5200.5,5211.3,18072.2,18336.2,15066.2,15299.1,7830.0,7830.0,6751.5,6751.5,4171.0,4452.0,3114.2,3336.4,36397.7,37018.6,29650.9,29983.8,148074.4,7462355.3,36397.7,37018.6,102.5,1.78078,8.83644,107.9,29650.9,29983.8,144471.8,7510880.9,2347.3,3340.4,1783.6,2309.4,269.2,476.7,25099.2,25606.7,19225.7,19440.5,86886.5,4378734.3,21208.7,21721.6,103.7,0.23121,7.25676,106.6,16236.3,16636.7,83796.1,4356438.1,15561.8,784254.1,3890.5,3890.5,103.3,28.39049,2.4293,107.1,2989.3,2989.3,15063.0,783102.7,11584.3,11433.0,10191.8,10166.4,42783.1,2156095.6,10859.1,10695.8,99.2,5.37442,13.20878,111.1,9535.3,9492.6,43118.9,2241691.1,340.8,340.8,305.6,305.6,725.2,725.2,656.6,656.6,384.4,384.4,351.0,351.0,28708.9,1446814.8,7047.9,7177.2,101.4,4.57287,3.43873,103.6,6031.2,6177.7,28301.7,1471364.0,30411.7,1532626.9,7602.9,7602.9,100.2,1.96265,0.40819,98.9,6274.5,6274.5,30355.0,1578112.0,19.84285,4545.7,653.6,795.6,827.7,656.3,4547.1
2016-Q3,-800.9,-753.3,-447.2,-425.4,34264.4,34264.4,27919.9,27919.9,4855.6,6200.8,3267.7,4270.6,7255.8,7366.5,6387.7,6513.6,5758.5,5742.8,5089.7,5063.1,2625.0,2625.0,2228.4,2299.2,5946.2,6260.3,5038.2,5278.2,19528.0,19673.2,16036.1,16169.3,8740.5,8740.5,7450.2,7450.2,4841.2,4672.4,3547.7,3440.9,37541.2,38001.0,30357.6,30670.8,152003.9,7622067.1,37541.2,38001.0,102.9,2.29133,9.31211,110.4,30357.6,30670.8,147782.1,7682980.2,3242.3,3464.2,2153.7,2358.4,563.5,973.0,26541.7,26494.3,20016.4,20180.3,90716.2,4548862.0,21990.5,22679.0,104.7,3.40515,9.25141,110.2,16584.6,17203.2,86649.5,4504781.5,18204.9,912864.2,4551.2,4551.2,105.3,14.80144,2.34107,123.0,3431.8,3431.8,17292.5,899013.2,11236.8,11475.2,9815.4,10080.4,42818.0,2147060.6,10450.6,10704.5,100.4,-1.0574,8.91548,109.9,9139.3,9392.3,42663.0,2217987.6,340.7,340.7,303.8,303.8,786.2,786.2,676.0,676.0,445.5,445.5,372.3,372.3,29025.6,1455456.4,7208.9,7256.4,103.2,-0.65904,2.42301,102.9,6115.2,6137.0,28115.2,1461667.2,32039.0,1606558.4,8009.7,8009.7,100.9,4.58816,-0.10527,103.4,6562.4,6562.4,31747.7,1650518.3,19.94261,3278.2,1009.0,478.8,1345.2,765.2,4809.7
2016-Q4,-1045.3,-1082.5,-607.7,-560.5,35381.3,35381.3,28356.1,28356.1,8013.2,6352.6,5492.0,4363.8,7207.1,7545.8,6311.5,6652.0,5549.5,5847.6,4875.5,5156.9,2743.6,2743.6,2324.3,2318.1,6192.4,6412.4,5228.1,5398.1,17417.3,17452.9,14228.3,14262.0,6191.1,6191.1,5323.7,5323.7,5033.8,4849.3,3676.6,3540.3,38750.1,38938.9,30796.2,31089.0,155755.8,7728411.0,38750.1,38938.9,104.0,1.3635,8.5954,111.9,30796.2,31089.0,149797.2,7787737.6,3324.1,3589.5,2107.3,2377.0,383.7,360.7,27945.3,27227.8,21063.4,20699.2,93329.9,4630914.5,24097.5,23332.5,105.2,2.4275,10.41775,112.9,18165.6,17620.8,88752.9,4614135.2,15391.4,763701.4,3847.8,3847.8,105.4,-15.56153,6.22298,103.9,2897.8,2897.8,14601.5,759113.0,11466.4,11663.7,9979.8,10172.5,43539.1,2160358.2,10705.7,10884.8,101.2,0.85348,6.37377,110.9,9331.8,9472.4,43027.1,2236917.5,328.4,328.4,291.0,291.0,760.7,760.7,648.0,648.0,432.3,432.3,357.0,357.0,29584.4,1467941.9,7433.3,7396.1,103.6,1.59786,6.92805,104.5,6187.9,6235.1,28564.4,1485022.6,33914.4,1682790.3,8478.6,8478.6,103.2,3.5529,10.61767,107.1,6795.6,6795.6,32875.7,1709159.6,20.15366,7825.4,816.0,1628.0,717.7,1367.5,7726.9
2017-Q1,-317.0,-456.7,-33.5,-249.0,36004.3,36004.3,29019.5,29019.5,6586.9,6570.4,4604.3,4422.3,8235.9,7829.7,7126.3,6765.5,6269.2,5982.1,5461.9,5223.8,2704.7,2704.7,2266.3,2272.9,7181.7,6664.7,5997.0,5576.2,18476.8,18032.0,15022.6,14622.8,6352.7,6352.7,5404.3,5404.3,4942.3,5014.6,3621.4,3642.3,41227.7,39958.2,32277.3,31338.3,159832.7,7786440.6,41227.7,39958.2,105.9,0.8019,6.37876,112.8,32277.3,31338.3,150998.4,7850187.1,5207.6,3727.1,3439.2,2439.0,1845.8,968.0,27545.7,27803.1,20712.9,20698.4,94128.6,4585588.7,23968.6,23532.2,106.5,-0.44939,5.68313,112.4,18015.8,17541.6,88354.1,4593399.8,14308.2,697040.8,3577.0,3577.0,105.3,-6.92434,15.83951,96.7,2697.1,2697.1,13590.5,706549.4,12153.2,11868.9,10629.8,10197.6,44406.7,2163323.2,11371.2,11101.7,102.7,0.48501,5.66003,111.4,9869.3,9518.4,43235.8,2247766.9,370.9,370.9,326.0,326.0,782.0,782.0,760.6,760.6,411.1,411.1,434.6,434.6,30632.0,1492272.3,7797.6,7658.0,105.6,1.59392,7.22589,106.2,6549.9,6334.4,29019.7,1508692.7,32458.6,1581260.6,8114.7,8114.7,101.9,-3.12196,6.98213,103.7,6583.4,6583.4,31849.3,1655800.3,20.52706,8815.9,2256.9,1833.0,1402.6,1504.2,8647.6
