country,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND
2002-Q2,,,,224.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24136.5,2428522.4,,6034.1,46.9,0.62376,5.04817,,,10683.3,51475.9,2676155.9,,,,,,,,4505.2,,7519.7,15320.2,1541459.5,,3830.0,,-0.07934,2.93389,,,6251.5,31487.9,1637011.8,2787.6,280479.5,,696.9,,-5.27289,-4.25953,,,1218.3,6138.9,319152.2,,1630.0,,2775.2,6142.6,618048.5,,1535.7,,-0.47548,4.99249,,,2585.4,11743.7,610538.4,,65.0,,,,,,,,,,,3485.1,350659.4,,871.3,,14.45734,16.11393,,,1647.9,7549.2,392473.4,3505.1,352670.8,,876.3,,2.5547,0.95814,,,1423.4,6886.1,357996.7,9.93874,-94.0,,-88.5,,,1442.2
2002-Q3,,,,196.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24643.3,2449195.4,,6160.8,47.6,0.59356,4.38065,,,10746.8,51781.4,2692040.5,,,,,,,,4567.8,,7563.2,15553.8,1545826.1,,3888.5,,0.71622,2.56038,,,6296.3,31713.4,1648736.4,2753.8,273689.1,,688.5,,3.58104,0.34012,,,1261.9,6358.7,330581.1,,1695.9,,2848.7,6369.7,633058.7,,1592.4,,2.54207,8.35696,,,2651.1,12042.2,626058.7,,67.1,,,,,,,,,,,3585.6,356357.8,,896.4,,3.39437,26.21255,,,1703.8,7805.5,405795.4,3731.7,370873.0,,932.9,,5.92158,6.91133,,,1507.7,7293.8,379195.8,10.06181,112.1,,-39.0,,,1155.3
2002-Q4,,,,120.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24786.6,2466681.6,,6196.7,47.8,0.07824,2.11781,,,10755.2,51821.9,2694146.8,,,,,,,,4667.7,,7663.8,15849.7,1577308.9,,3962.4,,1.1589,2.46829,,,6369.3,32081.0,1667843.5,2884.0,287007.3,,721.0,,4.70626,-1.79605,,,1321.3,6658.0,346139.2,,1769.1,,2954.7,6636.6,660448.1,,1659.1,,3.59934,7.77828,,,2746.5,12475.7,648592.7,,73.3,,,,,,,,,,,3620.1,360255.4,,905.0,,-0.2204,23.44967,,,1700.0,7788.3,404901.0,3770.6,375240.1,,942.7,,4.78635,16.49873,,,1579.8,7642.9,397345.4,10.04858,-433.1,,-181.6,,,461.9
2003-Q1,,,,-25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25651.3,2533291.7,,6412.8,48.4,2.25109,3.58059,,,10997.3,52988.5,2754794.6,,,,,,,,4792.9,,7805.9,16250.7,1604905.3,,4062.7,,1.67958,3.51243,,,6476.3,32619.8,1695856.3,3027.1,298954.6,,756.8,,1.56702,4.34698,,,1342.0,6762.3,351563.2,,1815.0,,2995.6,6735.0,665145.2,,1683.8,,0.32384,6.07018,,,2755.4,12516.1,650693.1,,90.0,,,,,,,,,,,3637.1,359194.7,,909.3,,0.70619,18.9155,,,1712.0,7843.3,407760.4,4245.0,419235.9,,1061.3,,9.96335,25.16783,,,1737.2,8404.4,436934.4,10.12567,246.3,,-28.4,,,1651.4
2003-Q2,,,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26531.3,2605040.1,,6632.8,48.8,2.5332,5.54613,,,11275.9,54330.8,2824579.0,,,,,,,,4911.0,,7903.0,16719.2,1641615.1,,4179.8,,1.63403,5.2874,,,6582.1,33152.8,1723567.2,2893.0,284052.2,,723.2,,-4.82924,4.83568,,,1277.2,6435.8,334585.4,,1891.0,,3084.0,7053.4,692554.0,,1763.3,,3.97127,10.80939,,,2864.8,13013.1,676533.9,,73.1,,,,,,,,,,,3710.0,364273.6,,927.5,,-2.11118,1.70163,,,1675.9,7677.7,399151.8,4170.4,409483.6,,1042.6,,-3.48287,17.79899,,,1676.7,8111.7,421716.5,10.18459,326.2,,8.4,,,2163.1
2003-Q3,,,,106.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27239.1,2692796.4,,6809.8,48.8,2.63211,7.68505,,,11572.6,55760.8,2898925.2,,,,,,,,5026.3,,8037.8,17050.1,1685534.8,,4262.5,,1.48189,6.08782,,,6679.6,33644.1,1749108.5,3244.4,320736.7,,811.1,,12.84424,14.21108,,,1441.3,7262.4,377560.3,,2004.4,,3241.1,7515.2,742932.1,,1878.8,,5.86914,14.4047,,,3033.0,13776.9,716240.6,,85.0,,,,,,,,,,,3982.5,393700.0,,995.6,,7.73079,5.96707,,,1805.5,8271.2,430009.4,4247.2,419865.8,,1061.8,,1.31949,12.68085,,,1698.9,8218.8,427281.0,10.11555,-305.9,,-161.4,,,1025.0
2003-Q4,,,,129.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28558.6,2792932.9,,7139.7,49.6,3.28321,11.13362,,,11952.6,57591.6,2994102.9,,,,,,,,5107.4,,8111.5,17447.1,1706265.9,,4361.8,,1.53528,6.48255,,,6782.2,34160.6,1775962.3,3060.0,299256.7,,765.0,,-8.64335,-0.35036,,,1316.7,6634.7,344926.4,,2086.3,,3343.9,7630.0,746189.0,,1907.5,,1.03367,11.57144,,,3064.3,13919.3,723644.2,,99.4,,,,,,,,,,,4379.1,428259.2,,1094.8,,5.46121,12.001,,,1904.1,8722.9,453493.2,4277.2,418294.5,,1069.3,,4.43702,12.30521,,,1774.2,8583.4,446239.6,10.22532,319.6,,-19.5,,,2737.5
2004-Q1,,,,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29017.7,2818878.2,,7254.4,50.2,0.36449,9.08313,,,11996.2,57801.5,3005016.1,,,,,,,,5173.4,,8150.8,17770.7,1726305.8,,4442.7,,1.06152,5.83529,,,6854.2,34523.3,1794814.4,3015.5,292940.8,,753.9,,-5.84066,-7.61819,,,1239.8,6247.2,324780.5,,2261.9,,3540.5,8237.3,800197.9,,2059.3,,5.67319,17.52052,,,3238.2,14709.0,764697.9,,119.2,,,,,,,,,,,4749.4,461377.6,,1187.4,,6.42686,18.36327,,,2026.4,9283.6,482638.5,4841.5,470318.4,,1210.4,,10.56032,12.91488,,,1961.6,9489.9,493363.9,10.29406,86.2,,-97.6,,,2528.4
2004-Q2,-10.1,58.1,-17.9,199.5,6678.8,6678.8,10837.1,10837.1,1361.4,1392.0,2705.5,2785.1,1659.6,1686.8,2522.2,2595.1,1227.2,1246.1,1793.8,1857.3,597.8,597.8,1013.9,1021.5,1158.3,1215.5,1738.9,1811.5,3095.2,3222.5,4859.1,5049.0,1148.1,1148.1,1707.9,1707.9,788.8,858.9,1412.3,1529.6,7225.3,7581.9,11733.6,12281.5,30327.7,2899666.6,7225.3,7581.9,51.2,2.37817,8.9182,,11733.6,12281.5,59176.1,3076480.6,,,,,-19.9,16.0,4936.9,5210.4,7715.7,8034.1,17707.4,1693028.9,4289.5,4426.9,,-1.4016,2.67417,,6604.2,6758.1,34039.4,1769658.3,2625.4,251019.4,656.4,656.4,,-10.70934,-13.32597,,1107.0,1107.0,5578.1,289998.6,2565.0,2678.9,3772.1,3954.1,9438.4,902416.8,2254.7,2359.6,,7.503,21.51249,,3307.4,3481.1,15812.6,822073.1,229.4,229.4,346.4,346.4,309.4,325.5,463.2,489.9,96.1,96.1,143.6,143.6,5121.6,489683.7,1212.2,1280.4,,-1.11983,19.56198,,1927.5,2003.7,9179.6,477233.8,4889.4,467481.3,1222.3,1222.3,,-8.02075,7.60604,,1804.3,1804.3,8728.7,453792.4,10.45901,324.2,-194.5,-148.3,245.4,389.4,3295.1
2004-Q3,-274.7,-205.3,-312.1,-168.3,6787.9,6787.9,10771.3,10771.3,1126.7,1416.4,2170.0,2807.9,1769.7,1799.2,2640.7,2691.0,1315.9,1330.6,1904.1,1930.0,618.8,618.8,1026.8,1050.7,1231.8,1268.8,1809.1,1870.8,3288.7,3329.1,5061.9,5139.6,1176.9,1176.9,1712.9,1712.9,880.0,883.3,1539.9,1555.8,7466.7,7849.7,11859.4,12575.9,31399.0,2983049.3,7466.7,7849.7,51.8,2.39764,8.66936,,11859.4,12575.9,60594.9,3150243.4,,,,,12.3,-7.1,5071.1,5366.2,7731.8,8198.2,18211.3,1730157.5,4340.2,4552.8,,1.87014,3.06698,,6518.9,6884.5,34676.0,1802753.3,2945.3,279815.8,736.3,736.3,,9.43572,-15.944,,1211.5,1211.5,6104.5,317362.1,2761.5,2812.3,4001.9,4106.2,9911.2,941612.1,2426.6,2477.8,,3.74331,19.07254,,3507.6,3611.4,16404.5,852845.9,245.9,245.9,367.7,367.7,333.9,350.9,492.8,521.1,105.0,105.0,153.5,153.5,5343.2,507629.0,1266.4,1335.8,,2.58708,13.85337,,1968.7,2055.6,9417.1,489580.2,6164.4,585648.9,1541.1,1541.1,,23.25404,30.90155,,2223.8,2223.8,10758.5,559317.5,10.5258,1152.4,-7.6,42.2,508.9,669.1,4751.4
2004-Q4,-292.5,-277.6,-333.1,-224.1,7719.2,7719.2,12178.9,12178.9,1769.9,1436.8,3436.0,2814.4,1865.0,1877.0,2761.7,2751.9,1383.5,1398.9,1991.9,1984.7,653.2,653.2,1075.3,1070.5,1339.7,1319.2,1952.1,1932.3,3455.6,3461.9,5265.7,5298.7,1234.4,1234.4,1782.4,1782.4,881.5,908.3,1531.2,1584.1,8425.9,8086.9,13303.4,12819.5,32347.5,3059450.0,8425.9,8086.9,52.4,1.93661,7.25254,,13303.4,12819.5,61768.4,3211251.5,,,,,16.8,-10.8,5866.1,5525.3,8888.1,8399.5,18930.5,1790458.2,5119.2,4732.6,,3.00532,4.55919,,7639.9,7091.4,35718.1,1856931.8,3035.6,287106.8,758.9,758.9,,2.51856,-5.67407,,1242.0,1242.0,6258.2,325355.1,2914.9,2934.3,4197.1,4219.7,10336.8,977666.7,2564.7,2584.2,,2.47133,20.76688,,3683.1,3700.7,16809.9,873922.5,258.6,258.6,384.6,384.6,349.1,367.1,512.2,542.0,108.6,108.6,157.4,157.4,5905.5,558548.3,1461.5,1476.4,,11.75171,20.64444,,2261.2,2297.1,10523.7,547114.3,7016.0,663581.7,1754.0,1754.0,,13.37476,42.10412,,2521.3,2521.3,12197.4,634124.9,10.57297,1155.1,17.1,30.2,613.9,624.9,4655.9
2005-Q1,36.3,-116.1,25.2,46.2,7932.7,7932.7,12546.5,12546.5,1462.0,1474.8,2957.7,2861.8,2003.7,1935.0,2913.1,2799.6,1476.5,1427.5,2111.9,2029.7,689.3,689.3,1131.7,1105.0,1444.0,1370.3,2098.5,1984.1,3771.0,3597.2,5753.9,5453.4,1287.3,1287.3,1853.9,1853.9,1039.7,939.6,1801.4,1615.3,8738.3,8337.8,13824.5,13043.9,33351.2,3130578.2,8738.3,8337.8,53.1,1.75097,8.73418,,13824.5,13043.9,62850.0,3267479.5,,,,,-51.9,33.1,5931.3,5703.6,8964.6,8668.3,19496.5,1830080.2,4837.5,4874.1,,1.95666,5.48532,,7201.2,7230.1,36417.0,1893265.6,4345.2,407875.2,1086.3,1086.3,,42.76618,43.01876,,1773.1,1773.1,8934.6,464497.0,3275.9,3091.9,4696.1,4387.3,10888.9,1022104.9,2897.9,2722.2,,3.97974,18.83156,,4143.1,3848.0,17478.9,908702.4,275.9,275.9,407.8,407.8,376.2,395.2,549.6,580.8,119.3,119.3,173.0,173.0,6591.1,618690.3,1800.2,1647.8,,13.12801,28.24079,,2797.8,2598.7,11905.3,618939.5,7055.6,662288.4,1763.9,1763.9,,1.23826,30.12241,,2552.5,2552.5,12348.4,641977.0,10.65337,-915.0,-395.6,-504.7,54.0,-261.3,462.6
2005-Q2,-345.0,-263.2,-435.6,-281.0,7608.1,7608.1,11851.9,11851.9,1449.6,1525.5,2778.4,2900.9,1959.8,1986.1,2796.7,2859.7,1460.5,1479.5,2017.3,2075.5,693.7,693.7,1126.0,1143.9,1372.4,1422.8,1971.5,2048.7,3537.4,3665.9,5375.3,5588.9,1288.9,1288.9,1900.4,1900.4,876.2,954.2,1503.4,1639.7,8223.8,8628.1,12815.9,13457.0,34512.5,3248008.7,8223.8,8628.1,53.2,3.1669,9.57187,,12815.9,13457.0,64840.4,3370957.3,,,,,25.4,-13.0,5531.1,5824.1,8393.2,8700.1,20004.6,1882656.6,4847.4,5001.2,,2.45291,9.60905,,7252.4,7407.5,37310.2,1939705.7,2784.7,262071.4,696.2,696.2,,-36.05674,2.41929,,1133.8,1133.8,5713.1,297014.5,3073.9,3224.1,4354.5,4566.4,11392.7,1072182.8,2698.3,2848.2,,4.52952,15.54473,,3815.5,4022.3,18270.6,949862.2,308.9,308.9,448.1,448.1,374.7,399.4,537.4,577.1,90.6,90.6,129.0,129.0,6525.5,614126.8,1549.5,1631.4,,-0.55964,28.96732,,2489.6,2584.2,11838.7,615475.7,7578.2,713193.7,1894.6,1894.6,,12.25105,58.80079,,2865.2,2865.2,13861.2,720625.9,10.62573,1383.1,18.2,36.9,541.8,726.4,5569.0
2005-Q3,-337.4,-262.6,-415.5,-248.3,7669.6,7669.6,11730.2,11730.2,1232.4,1583.0,2252.6,2942.5,1996.7,2032.5,2827.4,2892.2,1498.1,1516.1,2077.2,2110.4,707.3,707.3,1130.1,1174.4,1428.6,1470.1,2023.3,2091.7,3738.6,3784.9,5607.6,5697.0,1331.0,1331.0,1934.3,1934.3,979.0,983.9,1649.9,1670.9,8404.1,8885.9,12860.7,13644.3,35543.7,3306616.4,8404.1,8885.9,54.1,1.39142,8.49515,,12860.7,13644.3,65742.6,3417861.3,,,,,-17.2,18.3,5747.3,6031.8,8532.1,9013.2,20337.4,1891986.1,4862.1,5084.4,,0.93192,8.59956,,7116.7,7476.5,37657.9,1957782.1,3552.2,330461.4,888.1,888.1,,24.91964,16.91046,,1416.3,1416.3,7136.8,371029.5,3296.0,3383.6,4621.0,4747.6,11933.3,1110152.1,2891.1,2983.3,,3.71695,15.51538,,4041.5,4171.8,18949.7,985168.1,316.8,316.8,461.4,461.4,403.9,427.8,578.2,617.1,111.0,111.0,155.7,155.7,6674.8,620954.8,1593.9,1668.7,,0.94163,26.89874,,2508.7,2608.5,11950.2,621271.2,7725.2,718674.8,1931.3,1931.3,,-0.29244,28.46345,,2856.8,2856.8,13820.7,718518.5,10.74925,771.1,-216.5,-124.0,173.0,366.6,3868.7
2005-Q4,-261.9,-243.7,-328.7,-163.5,8840.3,8840.3,13349.7,13349.7,2059.5,1648.8,3702.1,2997.9,2103.6,2121.5,2969.4,2969.6,1567.7,1589.1,2171.7,2174.4,781.7,781.7,1237.9,1222.6,1546.4,1527.3,2170.4,2151.7,3916.1,3925.9,5809.1,5842.4,1378.7,1378.7,1990.1,1990.1,991.0,1019.9,1648.6,1700.6,9591.9,9212.3,14497.1,13989.2,36849.3,3399069.1,9591.9,9212.3,54.7,2.52791,9.12449,,14497.1,13989.2,67404.5,3504261.7,,,,,-28.7,24.5,6690.6,6237.6,9745.4,9200.7,21243.1,1959516.7,5735.3,5310.8,,2.63566,8.20983,,8236.6,7673.6,38650.5,2009382.7,3851.9,355307.4,963.0,963.0,,6.36101,21.29233,,1506.4,1506.4,7590.7,394630.7,3536.5,3539.2,4923.7,4946.9,12458.5,1149199.4,3115.5,3114.6,,3.87889,17.10211,,4322.8,4333.6,19684.7,1023381.7,331.5,331.5,482.4,482.4,419.4,444.7,598.6,639.7,113.2,113.2,157.3,157.3,7507.7,692531.8,1858.8,1876.9,,12.46718,27.71118,,2890.7,2933.7,13440.0,698726.1,8482.7,782468.1,2120.7,2120.7,,8.41599,22.84473,,3097.2,3097.2,14983.9,778989.0,10.841,270.8,-291.5,-263.8,155.4,156.7,3022.4
2006-Q1,-35.5,-210.4,-81.8,-85.0,9107.0,9107.0,13793.2,13793.2,1710.4,1694.5,3115.3,3007.1,2261.8,2181.9,3170.4,3042.3,1692.8,1634.4,2323.8,2229.7,821.3,821.3,1297.0,1250.0,1671.6,1598.8,2349.1,2222.0,4300.9,4116.3,6398.9,6062.5,1468.3,1468.3,2122.9,2122.9,1160.9,1049.1,1926.9,1717.6,10069.3,9562.8,15256.4,14339.7,38251.3,3484176.9,10069.3,9562.8,55.4,2.50557,9.93377,,15256.4,14339.7,69093.4,3592063.5,,,,,-23.0,16.5,6545.7,6421.1,9521.0,9277.7,21879.4,1992919.0,5421.4,5469.9,,1.96682,8.22061,,7776.4,7824.5,39410.7,2048903.6,4483.4,408380.5,1120.9,1120.9,,16.22037,-1.26066,,1750.8,1750.8,8822.0,458641.3,3951.6,3711.1,5484.4,5122.8,13039.2,1187692.0,3501.1,3259.8,,3.48278,16.54243,,4832.3,4484.5,20370.3,1059023.8,358.0,358.0,516.1,516.1,448.0,475.7,648.5,691.8,117.7,117.7,175.6,175.6,8024.9,730962.7,2181.1,2006.2,,7.84107,21.74272,,3401.1,3163.7,14493.8,753513.8,8866.4,807607.0,2216.6,2216.6,,4.88963,27.27537,,3248.7,3248.7,15716.5,817078.6,10.97859,-309.3,-296.5,-435.3,228.3,-151.3,1713.1
2006-Q2,-389.8,-294.4,-482.9,-279.3,8811.7,8811.7,12955.8,12955.8,1633.0,1732.3,2885.7,3033.5,2284.8,2308.7,3105.6,3168.4,1720.3,1739.2,2271.5,2327.8,834.7,834.7,1253.3,1272.4,1593.1,1662.8,2173.9,2252.5,4106.7,4254.9,5928.1,6125.7,1521.2,1521.2,2155.0,2155.0,992.4,1070.9,1599.2,1718.2,9356.4,9918.1,13765.0,14545.7,39672.3,3538215.1,9356.4,9918.1,56.6,1.43638,8.08975,,13765.0,14545.7,70085.8,3643659.3,,,,,-45.5,38.9,6532.6,6687.9,9370.3,9607.1,22693.6,2023952.9,5495.2,5673.4,,1.72011,7.44656,,7780.1,7959.1,40088.6,2084147.0,4155.3,370591.0,1038.8,1038.8,,-9.04888,40.44409,,1592.3,1592.3,8023.7,417139.4,3704.1,3872.9,4989.7,5229.6,13483.0,1202499.4,3193.3,3370.8,,0.98317,12.58852,,4296.2,4528.6,20570.6,1069435.8,421.3,421.3,580.7,580.7,511.7,545.4,696.1,747.6,124.1,124.1,166.9,166.9,8665.7,772862.2,2071.1,2166.4,,3.37518,26.56003,,3164.0,3270.5,14983.0,778946.2,9843.5,877899.1,2460.9,2460.9,,9.26861,23.89374,,3549.8,3549.8,17173.2,892810.4,11.21252,518.1,-402.4,-291.7,-98.5,164.2,3593.1
2006-Q3,-403.6,-330.1,-488.2,-272.0,8965.0,8965.0,12877.1,12877.1,1381.4,1792.7,2330.8,3067.6,2380.3,2426.7,3184.8,3267.9,1821.0,1844.9,2368.9,2413.8,851.2,851.2,1247.0,1296.9,1698.1,1750.2,2268.4,2343.8,4369.0,4421.5,6173.1,6263.7,1587.5,1587.5,2200.5,2200.5,1083.5,1083.8,1704.2,1719.3,9866.3,10368.5,14177.5,15026.1,41474.0,3660417.4,9866.3,10368.5,57.3,3.303,10.12762,,14177.5,15026.1,72400.7,3764009.2,,,,,9.5,3.7,6523.1,6882.1,9133.1,9651.9,23795.6,2100160.2,5724.0,5948.9,,3.3622,10.0337,,7907.5,8226.7,41436.4,2154220.1,3256.7,287433.1,814.2,814.2,,-23.54523,-14.04377,,1217.4,1217.4,6134.5,318922.9,3943.3,4068.8,5222.2,5365.8,14130.1,1247100.1,3403.0,3532.5,,2.648,11.42814,,4501.1,4648.5,21115.3,1097754.5,445.9,445.9,605.6,605.6,541.2,576.9,723.6,777.4,131.0,131.0,171.8,171.8,9373.1,827250.4,2269.7,2343.3,,6.57316,33.62082,,3381.4,3485.5,15967.9,830147.6,10693.3,943770.5,2673.3,2673.3,,5.85066,31.52697,,3757.5,3757.5,18178.0,945045.7,11.3304,1611.7,-117.2,-43.0,322.0,599.9,5924.6
2006-Q4,-426.2,-411.2,-500.7,-364.0,10305.4,10305.4,14598.7,14598.7,2317.4,1847.0,3850.7,3074.3,2523.9,2555.2,3353.8,3370.2,1915.3,1950.3,2475.2,2492.1,930.8,930.8,1351.6,1335.9,1841.1,1813.6,2438.4,2422.8,4571.3,4578.5,6391.1,6435.8,1652.6,1652.6,2281.2,2281.2,1077.6,1112.3,1671.5,1731.8,11194.3,10752.0,15871.1,15283.2,43007.8,3712601.6,11194.3,10752.0,58.4,1.71129,9.25047,,15871.1,15283.2,73639.7,3828422.2,,,,,4.7,6.1,7517.8,7110.2,10304.1,9760.8,24335.5,2100736.9,6550.0,6083.9,,0.73217,7.99301,,8857.5,8286.9,41739.8,2169992.8,3930.0,339255.0,982.5,982.5,,18.23437,-4.44825,,1439.4,1439.4,7253.1,377076.5,4343.5,4339.4,5718.8,5751.0,15060.6,1300091.7,3778.0,3765.2,,7.14682,14.93356,,4968.7,4980.8,22624.4,1176209.0,469.0,469.0,632.7,632.7,565.3,603.2,750.4,807.2,134.1,134.1,174.4,174.4,8895.8,767921.3,2209.0,2224.0,,-5.7195,12.01346,,3247.7,3286.1,15054.6,782667.3,10540.7,909914.2,2635.2,2635.2,,-2.85568,17.85253,,3650.2,3650.2,17658.9,918058.2,11.58428,1326.5,-159.0,-137.4,375.1,307.4,4626.7
2007-Q1,-94.1,-278.1,-151.2,-156.6,10657.7,10657.7,15147.2,15147.2,1982.1,1941.9,3273.5,3165.2,2742.5,2640.8,3636.5,3474.3,2111.5,2033.6,2704.1,2586.0,988.7,988.7,1434.4,1381.0,1965.8,1871.5,2622.0,2483.8,4962.6,4754.8,6985.9,6653.1,1742.0,1742.0,2420.4,2420.4,1254.8,1141.3,1943.5,1748.9,11780.6,11159.1,16751.5,15710.2,44636.4,3839820.6,11780.6,11159.1,59.0,2.7934,9.55723,,16751.5,15710.2,75696.8,3935365.2,,,,,-20.1,19.5,7452.2,7345.4,10185.9,9973.6,25200.6,2167864.4,6237.1,6300.1,,2.38521,8.43612,,8412.3,8484.6,42735.4,2221751.6,4859.4,418028.6,1214.9,1214.9,,23.47831,1.51894,,1777.4,1777.4,8956.0,465607.8,4871.8,4581.6,6415.6,5999.9,15889.5,1366882.5,4266.5,3972.4,,4.49933,16.06259,,5596.7,5204.9,23642.3,1229130.5,517.1,517.1,691.3,691.3,604.1,647.3,818.0,880.1,130.2,130.2,188.8,188.8,9577.4,823887.1,2578.3,2394.3,,7.91077,12.08585,,3795.1,3546.1,16245.5,844582.3,10689.6,919570.6,2672.4,2672.4,,1.43995,13.97651,,3702.7,3702.7,17913.1,931277.7,11.6246,-200.8,-360.8,-567.3,181.6,-291.3,2030.7
2007-Q2,-408.0,-304.7,-472.8,-259.4,10343.4,10343.4,14214.5,14214.5,1919.3,2008.5,3016.2,3202.7,2667.2,2685.1,3443.5,3505.7,2033.2,2049.0,2559.8,2606.7,1020.8,1020.8,1398.8,1410.7,1879.2,1932.3,2447.6,2521.3,4802.0,4940.1,6543.3,6742.8,1818.7,1818.7,2428.7,2428.7,1104.1,1189.1,1667.0,1792.8,11068.2,11553.8,15253.0,16106.1,46215.3,3959001.0,11068.2,11553.8,59.6,2.52015,10.72776,,15253.0,16106.1,77604.4,4034542.3,,,,,-54.1,57.7,7403.7,7622.2,10061.6,10308.9,26108.1,2236531.4,6318.6,6527.0,,2.11082,8.85263,,8473.7,8663.7,43637.5,2268648.8,4367.9,374175.0,1092.0,1092.0,,-10.74486,-0.3741,,1586.4,1586.4,7993.7,415578.8,4694.2,4857.8,5974.9,6247.1,16657.3,1426935.1,4035.6,4164.3,,3.13025,18.53028,,5121.3,5367.8,24382.4,1267605.3,591.0,591.0,779.4,779.4,660.1,711.7,858.1,933.4,120.7,120.7,154.0,154.0,9544.2,817594.6,2282.7,2386.0,,-5.32293,2.65481,,3250.6,3357.3,15380.8,799625.7,10763.0,922002.0,2690.7,2690.7,,-2.3226,1.88589,,3616.7,3616.7,17497.1,909647.9,11.67348,300.8,-561.0,-515.8,-341.6,-31.7,3707.2
2007-Q3,-451.6,-389.4,-516.4,-320.7,10337.0,10337.0,14104.2,14104.2,1587.0,2074.6,2439.9,3243.5,2720.9,2776.0,3492.5,3581.6,2090.6,2118.4,2618.8,2666.5,1048.0,1048.0,1420.8,1455.6,1924.7,1983.5,2494.8,2572.5,5023.4,5072.5,6798.2,6875.2,1868.2,1868.2,2477.1,2477.1,1230.5,1220.8,1826.2,1825.6,11307.2,11965.4,15473.4,16395.1,47861.7,4053015.9,11307.2,11965.4,60.6,1.79448,9.11082,,15473.4,16395.1,78997.0,4106941.2,,,,,-64.0,50.8,7486.6,7899.2,9939.8,10522.9,27092.7,2294255.3,6535.3,6773.2,,2.68046,8.13468,,8564.9,8895.9,44807.2,2329459.1,3866.6,327429.4,966.6,966.6,,-13.81257,12.30823,,1367.3,1367.3,6889.5,358176.7,4977.8,5082.7,6304.1,6445.6,17479.7,1480211.8,4285.6,4369.9,,3.24023,19.21415,,5412.5,5541.7,25172.4,1308678.7,607.7,607.7,797.3,797.3,693.7,745.6,895.8,971.4,137.9,137.9,174.1,174.1,9854.8,834519.3,2401.5,2463.7,,3.70319,-0.10964,,3390.4,3481.7,15950.4,829237.4,11412.4,966422.2,2853.1,2853.1,,5.13372,1.19581,,3802.4,3802.4,18395.3,956346.6,11.80891,980.4,-636.4,-362.6,-256.5,113.6,4572.9
2007-Q4,-468.6,-454.0,-525.2,-357.7,11881.0,11881.0,15995.5,15995.5,2753.3,2175.9,4218.3,3341.8,2871.2,2923.6,3651.3,3685.4,2189.2,2241.3,2720.0,2758.1,1107.1,1107.1,1491.9,1494.1,2088.8,2090.7,2690.2,2683.7,5213.6,5251.1,7008.6,7086.5,1928.2,1928.2,2556.0,2556.0,1196.6,1232.2,1762.4,1846.9,12985.9,12532.6,17545.1,16948.7,50130.6,4223579.2,12985.9,12532.6,61.4,3.37688,10.89759,,17545.1,16948.7,81664.7,4245627.9,,,,,-10.3,26.1,8567.6,8138.5,11263.7,10655.5,27991.7,2358341.2,7517.2,6997.9,,2.76564,10.31758,,9754.7,9141.9,46046.4,2393883.5,4280.9,360674.0,1070.2,1070.2,,9.61975,4.12539,,1498.8,1498.8,7552.3,392632.4,5287.9,5339.9,6667.8,6718.5,18420.6,1551966.5,4546.3,4605.2,,3.76109,15.44711,,5720.2,5750.1,26119.2,1357899.3,636.3,636.3,828.1,828.1,743.4,796.5,952.4,1029.1,160.1,160.1,200.9,200.9,10626.6,895309.9,2642.1,2656.7,,7.07719,13.44849,,3684.7,3728.1,17079.2,887924.2,12442.7,1048317.6,3110.7,3110.7,,7.45201,11.9334,,4085.8,4085.8,19766.2,1027613.7,11.86922,1253.5,-315.7,-323.0,144.3,87.4,4633.8
