country,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU
2013-Q1,140118.3,73402.2,704832.6,579875.3,,16736.7,16031.9,,382649.0,296384.1,,72170.9,65939.8,,34143.3,27921.7,,64915.9,56307.9,,271303.6,239537.6,,34926.8,33279.5,,30108.5,26390.3,,39573.8,29068.9,,89302.8,83014.8,,12475.7,11476.2,,699549.8,574847.1,,702563.8,577645.7,,2810.26,,702563.8,,,,,,,577645.7,,,,702563.8,710481.4,260896.7,19062.6,7917.6,11145.0,3014.0,2798.7,,30371.7,5282.8,5028.3,,353242.3,319314.6,201142.7,181543.1,353242.3,152099.6,137771.5,562445.5,504243.5,531058.9,486667.8,912102.1,764258.2,209203.2,184928.9,177816.6,167353.2,31386.6,17575.7,209203.2,349656.6,260014.7,338895.2,10761.4,209538.3,186612.4,156811.0,52727.3,29427.9,,0.0,0.0,,31386.6,17575.7
2013-Q2,123731.2,75023.6,691717.9,576159.3,,16051.6,15547.4,,381530.8,307398.1,,67190.7,61717.9,,33581.6,28249.4,,56057.9,49245.0,,260553.9,224964.4,,33237.7,31741.7,,28869.3,25629.1,,37752.1,28304.1,,92191.4,78651.5,,12445.6,11393.0,,686285.3,570987.2,,692774.3,576768.5,,2771.1,,692774.3,,,,,,,576768.5,,,,692774.3,707382.7,251205.9,26860.3,14608.3,12252.0,6489.0,5781.3,,35472.7,5432.6,5172.1,,355652.6,313512.1,207905.9,186586.0,355652.6,147746.7,126926.1,569043.1,501744.9,504324.9,452406.2,916375.3,776607.3,213390.5,188232.7,148672.2,138894.0,64718.3,49338.7,213390.5,347332.1,274862.4,336839.6,10492.5,223600.9,199838.8,168230.0,55370.9,29611.1,,0.0,0.0,,64718.3,49338.7
2013-Q3,162096.0,84194.6,701213.3,592609.1,,15450.0,14785.0,,392677.9,329953.7,,68811.5,63501.8,,34102.5,28760.8,,57709.4,51023.6,,258983.0,219109.6,,31792.6,30464.4,,27431.6,24382.8,,37935.4,28602.9,,91720.2,73271.2,,12393.7,11364.7,,696107.5,587754.3,,701752.5,592608.5,,2807.01,,701752.5,,,,,,,592608.5,,,,701752.5,717703.8,266198.4,26483.2,15951.2,10532.0,5645.0,4854.2,,35701.8,5105.8,4854.8,,349908.9,302170.2,211277.4,188286.8,349908.9,138631.5,113883.4,539656.5,508413.9,505707.5,447702.5,915808.1,783085.1,189747.6,206243.7,155798.6,145532.3,33949.0,60711.4,189747.6,376151.7,274671.1,366565.2,9586.5,214055.6,190476.5,155899.0,58156.6,29796.1,,0.0,0.0,,33949.0,60711.4
2013-Q4,165591.0,118850.0,702204.4,611034.9,,12164.7,11572.6,,384659.5,315306.0,,69898.2,64443.7,,32760.9,27685.6,,62903.2,56121.8,,272619.3,256470.8,,34301.0,33134.0,,29935.4,26659.2,,38198.8,29330.9,,94855.6,100119.0,,12425.2,11106.0,,696810.1,605921.1,,702836.1,611668.5,,2811.34,,702836.1,,,,,,,611668.5,,,,702836.1,715214.2,207451.3,21983.1,12378.1,9605.0,6026.0,5747.3,,33313.7,5394.3,5113.8,,408452.9,375135.1,218408.7,193278.8,408452.9,190044.2,181856.3,537245.1,492818.1,588620.6,543664.5,917769.4,803595.1,128792.2,117683.1,180167.7,168529.4,-51375.5,-50846.4,128792.2,380524.4,310776.9,367553.3,12971.0,214933.4,191927.0,149642.0,65291.4,29981.0,,0.0,0.0,,-51375.5,-50846.0
2014-Q1,125822.2,70333.4,747239.0,615816.9,,17087.6,16182.9,,395735.5,318511.2,,78593.4,72400.7,,38779.7,30001.6,,69690.1,58047.6,,295636.1,251121.1,,37625.7,35582.2,,32132.9,27252.3,,44605.6,30595.6,,98011.7,87427.5,,13570.2,12216.1,,741801.9,610723.4,,746219.9,614375.9,,2984.88,,746219.9,,,,,,,614375.9,,,,746219.9,757628.2,219355.7,22354.3,11408.3,10946.0,4418.0,3652.5,,37072.6,5437.1,5093.5,,431129.9,373701.3,219887.3,193997.2,431129.9,211242.6,179704.1,620397.7,544042.5,609811.5,540223.0,985370.0,818874.0,189267.8,170341.3,178681.6,166521.8,10586.2,3819.5,189267.8,364972.3,274831.5,352740.0,12232.3,239150.1,204498.0,152075.0,87075.1,30151.9,,0.0,0.0,,10586.2,3819.5
2014-Q2,138089.9,80426.8,725687.8,597849.6,,16453.8,15735.9,,393913.4,318631.4,,74234.4,67085.2,,37906.2,29717.7,,62740.7,52852.5,,277414.4,233764.6,,35858.1,33792.6,,31068.9,26555.4,,40190.6,29023.2,,94067.1,79451.6,,13489.1,12089.3,,720098.1,592610.9,,726232.1,597840.4,,2904.93,,726232.1,,,,,,,597840.4,,,,726232.1,744400.7,243199.5,28832.6,18168.6,10664.0,6134.0,5229.4,,35271.7,5589.7,5238.7,,397736.4,340441.1,221504.5,194185.6,397736.4,176231.9,146255.5,588142.2,517413.6,574182.2,505249.9,950300.7,789384.8,190405.8,176972.5,176445.8,164808.8,13960.1,12163.7,190405.8,362158.4,271971.3,351122.0,11036.4,224068.5,191544.4,170052.0,54016.5,30337.8,,0.0,0.0,,13960.1,12163.7
2014-Q3,80644.6,38683.6,722823.6,605817.1,,15730.7,14823.9,,377642.3,327511.2,,76171.0,68681.8,,38679.7,30349.5,,66135.7,55893.0,,290770.9,233132.5,,34007.4,31944.2,,29545.2,25229.4,,41965.0,29543.8,,105986.9,78757.0,,13130.7,11765.1,,717629.2,600935.7,,723184.2,605629.2,,2892.74,,723184.2,,,,,,,605629.2,,,,723184.2,741414.9,234811.7,27553.7,18230.7,9323.0,5555.0,4693.5,,36655.6,5194.5,4881.4,,402040.7,333127.6,232110.6,202447.3,402040.7,169930.0,130680.3,642539.6,566945.6,561545.7,481415.9,978728.7,824826.9,240498.9,233818.0,159505.0,148288.3,80993.9,85529.7,240498.9,336189.1,257881.4,327850.0,8339.1,255544.5,219197.7,168939.0,86605.5,30525.4,,0.0,0.0,,80993.9,85529.7
2014-Q4,27287.2,90244.6,638685.4,625735.5,,13891.8,12640.9,,301429.8,319343.6,,77190.0,71818.7,,37599.3,30142.6,,68082.5,58627.6,,285764.5,263608.4,,37221.6,35282.4,,31301.1,27179.8,,42181.8,30219.5,,93560.4,100462.3,,13417.2,11837.0,,633264.2,620604.8,,640677.2,626996.1,,2562.71,,640677.2,,,,,,,626996.1,,,,640677.2,654841.9,140323.5,22924.7,14164.7,8760.0,7413.0,6391.3,,36252.7,5421.1,5130.7,,418106.2,376181.9,236354.8,205042.6,418106.2,181751.4,171139.3,613390.0,536751.6,617727.1,563304.4,879600.6,831611.4,195283.8,160569.6,199620.9,187122.5,-4337.1,-26552.9,195283.8,266210.6,294859.9,252003.0,14207.6,238923.4,204615.3,160810.0,78113.4,30712.9,,0.0,0.0,,-4337.1,-26552.9
2015-Q1,-10364.2,82664.8,643304.5,631484.2,626009.1,17357.1,16264.9,15141.2,236302.5,322491.7,328502.8,79955.0,75242.0,72708.8,41382.8,31535.7,31261.8,72532.6,59617.6,57891.2,348262.2,261191.9,251103.3,40438.4,37808.3,35618.0,31709.4,26415.2,26610.7,47944.0,31656.3,30620.1,141523.0,93250.9,88257.1,14114.8,12443.7,12106.3,637880.5,626438.1,620931.8,642110.4,629918.6,626016.2,2568.44,1563645.4,642110.4,106.4,,,50643.6,49129.3,98.4,629918.6,626016.2,2413.82,1516891.4,642110.4,654217.5,90901.6,19785.9,12107.0,7678.9,4230.0,3480.4,5084.4,47092.4,5424.0,5046.0,5077.3,455929.4,369810.6,252741.4,215611.8,455929.4,203188.0,154198.8,652474.6,547253.7,647148.7,547977.6,859104.8,814752.2,196545.2,177443.2,191219.3,178167.1,5325.9,-723.9,196545.2,206630.2,267498.5,192865.0,13765.2,216994.5,184833.6,163877.4,53117.1,30875.5,1.6426,-0.1,0.0,0.0,5325.9,-723.9
2015-Q2,-8590.1,65620.9,634157.9,629754.7,638782.6,16576.5,15765.1,14831.0,267025.7,342678.8,340961.9,78357.5,73190.8,74808.8,40352.6,30779.7,31407.0,65484.8,54254.3,57906.9,310203.0,240531.2,251582.7,38389.0,35700.4,35944.8,33829.9,27741.5,26844.5,43175.5,29965.0,30536.0,115299.3,80557.8,88169.7,14024.6,12312.1,12180.8,628490.5,624464.3,633632.9,633737.0,628816.5,638461.1,2534.95,1575852.3,633737.0,103.0,1.987950069,,50735.7,49808.2,100.3,628816.5,638461.1,2461.81,1547046.4,633737.0,651530.2,109078.2,25614.8,17793.6,7821.1,5246.0,4352.3,4828.2,39842.6,5667.3,5290.5,5149.7,443101.5,373946.1,246294.1,211360.2,443101.5,196807.4,162585.9,642327.1,563195.7,638014.5,556533.6,875427.8,839651.4,199225.6,189249.6,194913.0,182587.6,4312.6,6662.1,199225.6,233100.8,276455.7,220714.0,12386.8,241690.8,210834.9,169645.1,72045.7,31060.1,1.60862,0.5,0.0,0.0,4312.6,6662.1
2015-Q3,-38166.5,51718.3,605657.7,632183.1,641231.4,16039.6,14914.9,14867.1,237296.8,346851.2,341543.2,77067.6,74402.2,75168.3,41245.4,31534.1,31402.0,69018.1,57563.4,57943.6,311075.9,238882.9,253419.1,36561.6,33757.4,36385.2,30549.7,25583.8,26894.5,45057.2,30571.5,31078.0,116239.6,79415.3,88878.5,13649.7,11991.4,12239.2,600298.7,627200.5,636056.6,606991.2,632682.5,641646.7,2427.96,1544309.0,606991.2,98.1,0.498950217,,49423.6,49758.3,100.8,632682.5,641646.7,2474.09,1554765.4,606991.2,627117.1,123409.8,28401.5,20125.4,8276.1,6693.0,5481.9,5590.1,35618.4,5359.0,4982.6,5174.8,411092.4,341601.7,238867.0,205455.7,411092.4,172225.4,136146.0,645157.7,580964.2,586844.6,508220.2,847747.7,845415.3,234065.3,239362.5,175752.2,166618.5,58313.1,72744.0,234065.3,202590.0,264451.2,184980.0,17610.0,240756.5,212732.9,157305.0,83451.5,31246.4,1.5722,-0.5,0.0,0.0,58313.1,72744.0
2015-Q4,-52742.4,96688.0,566469.1,651220.6,638619.4,14293.8,12799.2,14904.8,207165.6,337832.4,338846.2,75835.0,75606.3,75755.3,39993.9,31334.3,31113.0,70994.7,60309.2,58003.0,305015.9,269254.6,253755.5,39900.6,37252.6,36570.6,32784.2,27605.5,26996.3,45361.3,31297.3,31255.9,102005.1,100724.5,88643.3,13970.0,12065.5,12286.5,560847.5,646009.0,633490.6,570673.2,653818.9,639112.4,2282.69,1480570.4,570673.2,92.6,-0.394976092,,47103.4,49268.5,100.4,653818.9,639112.4,2464.32,1548624.5,570673.2,585447.5,72015.8,22110.3,14774.1,7336.2,9826.0,7809.9,5621.8,45097.7,5621.6,5211.6,5128.8,414822.9,380902.4,250904.4,217047.6,414822.9,163918.4,163854.8,623415.7,557131.0,585370.9,544932.0,798633.6,855827.7,208592.8,176228.6,170548.1,164029.7,38044.7,12198.9,208592.8,175217.9,298696.7,164703.0,10514.9,227960.4,202008.7,164205.8,63754.5,31432.4,1.54177,-0.2,0.0,0.0,38044.7,12198.9
2016-Q1,-41788.5,117218.3,578121.6,648092.9,646243.1,17044.7,15909.1,14958.8,181867.1,337405.9,346564.6,80798.2,79034.1,77153.7,40531.3,30567.7,30656.7,71902.1,58535.1,57347.3,338678.6,264210.2,254063.0,41107.4,38283.0,36741.4,33251.4,27408.2,27201.2,49485.6,32200.8,31187.8,128394.4,95078.1,89231.6,14537.7,12705.0,12353.6,572537.5,642919.2,641057.6,576101.5,645808.5,646108.0,2304.41,1457391.4,576101.5,92.5,1.094580246,3.209459894,46118.7,49542.2,101.5,645808.5,646108.0,2491.29,1565575.4,576101.5,584720.9,75340.0,15957.3,8619.4,7337.9,3564.0,2889.2,5050.3,42326.3,5584.2,5173.6,5185.4,412958.7,336404.6,260461.3,215735.7,412958.7,152497.4,120668.9,617889.9,528590.2,564642.1,479322.6,774289.1,822206.1,204931.2,192185.6,151683.4,142918.0,53247.8,49267.6,204931.2,156399.2,293615.9,140211.0,16188.2,198187.6,176397.6,143100.1,55087.6,31600.9,1.58119,0.0,0.0,0.0,53247.8,49267.6
2016-Q2,-2661.4,119530.3,597272.5,631957.7,645377.6,16747.0,15885.5,15020.5,222954.0,342620.1,345414.5,76136.7,74962.3,76844.2,39335.4,29556.6,30409.8,65207.0,53590.1,57117.0,318236.0,243895.5,254532.8,39856.9,36960.3,37109.2,33677.7,27365.5,27320.1,47518.9,31651.1,31769.9,117536.5,81830.0,88837.5,14439.0,12498.3,12379.1,591616.7,626721.4,640226.6,600753.7,634216.6,645996.4,2403.01,1464786.6,600753.7,96.5,-0.017275766,1.180217468,46083.4,49245.8,101.5,634216.6,645996.4,2490.86,1565304.9,600753.7,618591.7,109392.4,25485.5,17838.0,7647.5,9137.0,7495.2,5769.8,40908.9,5655.8,5236.2,5151.0,411879.6,334827.9,258105.1,213198.2,411879.6,153774.6,121629.7,603415.1,514686.3,572999.4,485223.2,795360.9,806767.4,191535.5,179858.4,161119.8,150395.3,30415.7,29463.0,191535.5,191945.8,292081.2,175966.0,15979.8,194607.2,172550.9,139626.4,54980.8,31785.6,1.64052,0.0,0.0,0.0,30415.7,29463.0
2016-Q3,33462.0,142772.6,605787.3,641266.2,645461.2,16350.6,15126.0,15045.0,236907.6,358715.4,346319.0,77414.7,76576.1,76332.6,40322.7,30319.9,30221.3,68771.3,56834.2,56810.3,312206.4,237105.0,253876.0,37542.8,34368.1,37134.6,31748.8,26261.9,27550.9,46409.6,31121.2,31903.5,113704.4,76349.0,88029.4,14029.4,12170.5,12447.2,600439.5,636341.5,640296.8,605080.5,640072.5,645057.9,2420.32,1464554.7,605080.5,97.3,-0.145267444,0.531632753,45807.6,48887.7,101.4,640072.5,645057.9,2487.25,1563031.1,605080.5,622367.2,144119.0,27315.8,17286.7,10029.1,4641.0,3730.9,4761.1,33012.1,5347.8,4924.7,5164.4,388419.0,312288.4,258598.6,213458.2,388419.0,129820.4,98830.1,571618.5,497299.9,519329.2,434718.0,766917.0,783356.6,183199.5,185011.5,130910.2,122429.7,52289.3,62581.8,183199.5,195298.5,286056.7,175479.0,19819.5,161836.6,143284.1,117293.6,44543.0,31971.9,1.6526,0.0,0.0,0.0,52289.3,62581.8
2016-Q4,21299.8,153400.6,633946.5,666320.4,650555.2,14809.5,13201.4,15097.7,242463.7,349718.3,350161.5,77810.7,77414.3,77656.4,39385.6,30758.5,29915.0,70205.8,59114.5,56799.4,337287.6,272642.2,255381.0,42080.2,38855.3,37481.6,34716.4,28880.6,27844.0,48040.0,32255.0,32366.9,127879.8,101262.1,88420.7,14365.5,12274.6,12468.4,628052.7,660946.7,645347.8,636572.7,667661.4,650596.6,2546.29,1514410.6,636572.7,101.5,0.858623817,1.796894692,47093.1,49022.4,102.2,667661.4,650596.6,2508.6,1576451.6,636572.7,651804.0,102748.0,21130.9,15231.3,5899.6,8520.0,6714.7,5248.8,42450.4,5893.8,5373.7,5207.4,446831.4,382294.3,258291.6,214883.4,446831.4,188539.8,167410.9,615272.8,514260.8,634955.5,560872.8,824854.6,838153.1,168441.4,131966.6,188124.1,178578.5,-19682.6,-46612.0,168441.4,209581.8,323892.3,196872.0,12709.8,188282.0,170491.7,125615.9,62666.1,32157.8,1.68137,0.0,0.0,0.0,-19682.6,-46612.0
2017-Q1,43386.1,124833.3,635839.2,642575.3,641436.4,17182.5,16017.1,15102.1,251952.5,332823.0,340369.4,85138.1,78910.3,76594.6,39281.4,29551.0,29646.2,69553.9,57378.1,56977.4,327422.9,264184.2,256318.8,42151.3,38956.5,37604.6,34286.2,27920.6,28260.2,52455.0,34114.8,33103.2,114098.0,92944.3,87933.2,14878.6,12869.9,12440.1,630168.5,637362.5,636166.9,634716.4,641021.1,641188.3,2538.87,1529098.8,634716.4,102.7,-1.446092813,-0.761428684,47194.2,47952.1,100.8,641021.1,641188.3,2472.33,1553654.7,634716.4,643799.5,153442.9,16225.7,9083.1,7142.6,4548.0,3658.6,5021.4,36387.5,5670.7,5212.9,5269.5,394369.3,333002.2,263384.4,219270.5,394369.3,130985.0,113731.6,591330.3,516187.8,544377.2,475070.5,812574.8,800523.5,196961.0,183185.6,150007.9,142068.3,46953.1,41117.3,196961.0,221244.5,284335.7,207398.8,13845.7,177858.4,159502.4,125720.5,52137.9,32400.2,1.66037,-0.1,0.0,0.0,46953.1,41117.3
2017-Q2,4932.8,99796.5,623971.5,629903.8,644311.8,16785.7,15926.7,15098.7,245299.0,338404.6,341618.7,81515.7,76429.2,78117.4,37300.5,28006.0,29421.6,65062.6,53775.2,57287.6,324586.4,247566.6,258172.8,40314.6,37276.9,37798.6,34960.8,28130.3,28637.3,50172.7,33633.0,33517.9,119355.6,82061.9,88444.0,14720.1,12689.2,12487.4,618230.6,624614.5,639091.7,624765.6,629925.9,643932.7,2499.06,1547328.9,624765.6,100.7,0.428017147,-0.319450004,47448.7,47846.6,101.2,629925.9,643932.7,2482.91,1560304.6,624765.6,634912.6,129184.9,17631.8,10147.0,7484.8,6535.0,5311.4,4841.0,36930.4,5740.9,5289.3,5220.1,410131.8,334463.4,265341.8,220745.0,410131.8,144790.1,113718.5,619832.9,530129.4,560928.7,477572.6,825535.9,809088.7,209701.0,195666.0,150796.9,143109.1,58904.1,52556.9,209701.0,205703.0,278959.2,189753.4,15949.6,200770.2,179162.8,126710.3,74059.9,32610.5,1.61508,0.0,0.0,0.0,58904.1,52556.9
2017-Q3,42375.6,127176.0,642966.8,638120.3,644192.8,16440.5,15193.0,15114.5,257500.9,348406.7,339538.4,83916.9,78606.7,78803.8,39719.5,29843.6,29135.0,69473.6,58177.0,57556.2,329305.9,244676.9,260404.9,39196.8,35576.3,37984.3,33888.8,27707.1,29050.1,48754.1,32795.1,33794.5,123722.3,78175.6,89400.3,14270.4,12245.8,12619.6,637539.4,633142.4,638967.3,644513.4,638731.0,643819.2,2578.05,1578866.0,644513.4,103.9,-0.017629388,-0.192034595,48103.1,47529.2,101.2,638731.0,643819.2,2482.47,1560029.5,644513.4,655650.3,152691.7,18798.3,11137.0,7661.4,6974.0,5588.6,4851.9,33523.4,5427.5,4977.8,5225.5,408915.5,327739.9,266163.9,220970.0,408915.5,142751.6,106770.0,602137.7,511555.0,541593.1,453186.9,821943.8,789654.5,193222.2,183815.1,132677.6,125447.0,60544.6,58368.1,193222.2,219806.1,278099.5,196313.1,23493.0,177430.4,150923.5,123853.5,53576.9,32822.6,1.63285,0.0,0.0,0.0,60544.6,58368.1
2017-Q4,51871.7,142054.7,678868.8,660184.0,640842.4,14881.5,13285.2,15106.7,274530.6,336583.0,334690.9,82330.5,78035.4,78465.8,38290.7,29857.9,29055.8,70879.8,60048.0,57557.1,351166.0,280457.8,261989.0,43510.2,39980.1,38402.4,37756.6,31548.6,29359.0,50394.2,33944.1,34071.4,133901.5,102418.6,89822.9,14723.6,12518.4,12776.3,672881.5,654701.3,635594.9,678202.5,658891.9,639629.6,2712.81,1607297.1,678202.5,110.0,-0.650740219,-1.685675374,48656.0,46917.8,100.5,658891.9,639629.6,2466.32,1549877.8,678202.5,687952.5,106462.9,18260.0,9750.0,8509.9,5321.0,4190.6,4034.8,36600.8,5987.4,5482.7,5247.5,481205.6,415052.6,268754.0,223976.3,481205.6,212451.5,191076.2,626330.8,516837.1,679955.5,602923.0,879552.3,834294.7,145125.2,101784.6,198749.9,187870.4,-53624.7,-86085.9,145125.2,253221.4,317457.6,238516.1,14705.3,201349.8,175402.9,128162.3,73187.5,33033.9,1.68781,0.0,0.0,0.0,-53624.7,-86085.9
2018-Q1,69293.9,115407.4,709407.5,636161.4,636885.4,17207.0,16030.1,15101.2,310436.3,329539.6,338434.5,94135.0,76224.4,74942.7,37049.7,27397.8,27108.4,68342.1,55592.4,55794.2,344714.5,263193.9,256241.3,41259.9,37492.6,36337.9,33233.2,26248.6,27347.6,53709.5,34857.3,33710.3,133490.4,96676.6,90873.1,14679.5,12326.4,12178.2,703965.5,631169.7,631695.3,723053.5,649542.7,655612.9,2892.21,1667758.5,723053.5,114.4,2.498840398,2.249667784,50375.1,47984.3,103.0,649542.7,655612.9,2527.94,1588606.7,723053.5,728893.6,197619.1,14322.4,5840.1,8482.2,19087.9,18373.0,23917.6,39429.9,5442.0,4991.7,5190.1,423949.8,336296.4,278182.4,225770.9,423949.8,145767.4,110525.5,653759.6,534135.3,578814.7,482356.6,915964.5,817901.3,229809.7,197838.9,154864.8,146060.3,74944.9,51778.6,229809.7,262204.9,283766.0,244247.0,17957.9,192911.0,168358.6,126055.6,66855.4,33106.8,1.73419,0.0,0.0,0.0,74944.9,51778.6
2018-Q2,104051.6,133672.6,752890.2,626336.1,643573.4,16846.2,16005.8,15141.1,351256.9,336620.3,343565.0,91979.0,73538.8,75638.8,35120.4,25856.7,26835.8,64048.7,52057.4,55707.0,349666.6,247853.4,258031.6,39945.8,36070.1,37026.2,35617.0,27123.7,27457.5,50982.3,34090.7,34193.9,144309.0,86173.8,91530.9,14763.7,12337.6,12116.1,747057.8,620987.8,638312.1,765639.1,638498.3,654244.5,3062.56,1697792.3,765639.1,121.4,-0.208727501,1.601373308,50968.3,47590.9,102.8,638498.3,654244.5,2522.67,1585290.9,765639.1,775793.2,197943.2,20509.4,10154.0,10355.4,18581.3,17510.5,15932.4,39105.8,5832.3,5348.3,5261.2,466850.7,360077.0,281006.8,228021.0,466850.7,185843.8,132056.0,661587.6,504825.6,636165.3,519665.3,961077.6,810084.8,194736.9,144748.6,169314.7,159588.3,25422.2,-14839.7,194736.9,299490.0,305259.2,281109.0,18381.0,195438.4,171586.5,133019.8,62418.7,33310.8,1.80385,0.0,0.0,0.0,25422.2,-14839.7
2018-Q3,125830.9,146528.7,758080.1,638954.0,649177.0,16446.6,15185.3,15162.8,368660.7,352745.1,348354.8,91688.3,75423.4,75945.6,37155.1,27330.4,26883.3,68381.7,56503.4,55652.5,335817.7,243693.3,258776.1,40721.3,36136.3,37791.0,33990.7,26304.4,27543.9,49472.7,33196.9,34341.2,129275.1,79891.0,91427.4,13976.3,11661.2,12020.2,752514.1,633871.0,643888.4,775364.6,655420.6,663498.1,3101.46,1717501.8,775364.6,121.2,1.414393579,3.056584854,51243.9,47968.2,104.3,655420.6,663498.1,2558.35,1607713.1,775364.6,782701.2,233399.6,18512.4,7336.6,11175.8,22850.5,21549.7,19609.7,37036.9,5566.0,5083.0,5288.6,439458.0,342035.9,280550.2,225605.5,439458.0,158907.7,116430.4,649533.7,508891.9,580804.3,475856.4,961562.0,816161.3,210075.8,166856.0,141346.3,133820.5,68729.5,33035.4,210075.8,312028.2,307269.4,288445.0,23583.2,186197.3,160740.7,128021.4,58175.9,33516.2,1.8058,0.0,0.0,0.0,68729.5,33035.4
2018-Q4,95800.5,163836.7,780274.1,672526.3,651242.1,14993.4,13280.2,15212.2,359052.3,351438.5,348787.4,93928.0,75234.6,74859.9,36532.1,26947.9,26705.3,70610.1,58639.6,55639.2,369696.3,280859.7,260537.3,44092.3,39604.3,38148.4,38954.3,30554.5,27882.2,51561.6,34643.6,34586.1,149880.0,105480.8,92333.9,14598.0,11936.9,11947.6,773895.3,666717.0,645749.8,798112.8,689686.4,666692.6,3192.45,1736039.2,798112.8,124.2,0.481463997,4.231038495,51482.6,47906.6,104.8,689686.4,666692.6,2570.67,1615453.7,798112.8,803697.6,161076.5,19649.3,5584.9,14064.4,24217.4,22969.4,20942.8,38425.7,6378.8,5809.3,5492.4,529252.7,432093.1,283538.1,226687.6,529252.7,245714.6,205405.6,702312.2,525849.7,710597.6,604942.0,1009526.2,871377.9,173059.5,93756.6,181344.9,172848.8,-8285.4,-79092.2,173059.5,307214.0,345528.2,290151.0,17063.0,211413.5,181691.5,126895.9,84517.6,33720.9,1.83893,0.0,0.0,0.0,-8285.4,-79092.2
2019-Q1,75526.6,121417.7,712307.7,645823.4,646014.1,17266.1,16120.3,15293.9,298861.0,334283.3,340796.3,94109.1,77353.4,75988.3,37985.9,27230.3,27058.3,68730.8,56533.2,57168.8,358194.8,268189.4,262865.6,43298.8,39144.4,38568.4,34443.1,26542.8,27639.1,54451.9,36411.7,35264.2,142899.1,97783.2,92402.7,14371.1,11774.0,11822.5,706724.4,640773.5,640699.4,725803.7,659131.1,664707.5,2903.21,1676545.0,725803.7,113.3,-0.297746087,1.387190579,49439.5,47496.2,104.5,659131.1,664707.5,2563.01,1610643.7,725803.7,734543.0,188210.4,19082.9,8739.3,10343.6,19079.3,18357.6,24008.1,35038.4,5583.4,5049.9,5314.7,440371.1,348304.9,286170.6,235748.2,440371.1,154200.6,112556.7,650277.1,537713.4,594541.2,494776.1,920918.3,834506.6,209906.0,189408.6,154170.1,146471.3,55735.9,42937.3,209906.0,270641.2,296793.2,249100.3,21540.9,195114.6,175375.5,132191.8,62922.8,33911.0,1.73167,0.0,0.0,0.0,55735.9,42937.3
2019-Q2,64958.0,101020.3,733400.4,627338.6,645336.9,17126.3,16173.6,15330.4,318555.7,329083.9,335399.4,88545.0,72885.8,75153.2,38118.7,26622.6,27532.4,68364.0,54976.7,59201.2,359599.7,255458.6,267074.7,42668.1,38170.7,39320.3,38059.9,28495.9,28768.7,51410.9,34794.2,34958.4,144188.9,86893.0,92961.2,14908.0,12128.2,11864.9,727264.8,621762.1,639902.9,750499.7,643719.2,660046.8,3002.0,1689766.6,750499.7,118.0,-0.701172475,0.886870148,49533.4,46882.9,103.7,643719.2,660046.8,2545.04,1599350.3,750499.7,763055.9,188616.3,24679.5,12556.2,12123.4,23235.0,21957.1,20143.9,34653.5,6135.6,5576.5,5434.0,466741.9,365148.9,290745.9,237464.8,466741.9,175996.0,127684.2,685541.7,542698.9,648520.4,533570.3,960158.3,833999.4,218799.9,177550.0,181778.5,168421.4,37021.4,9128.6,218799.9,274616.5,291300.5,252631.0,21985.5,209658.6,190280.2,151818.6,57840.0,34113.7,1.77658,0.0,0.0,0.0,37021.4,9128.6
2019-Q3,58877.6,99715.3,737932.6,635050.7,644312.8,16661.8,15440.4,15376.4,321825.3,335679.7,332304.3,88884.6,74630.4,75295.8,40230.0,28063.9,27740.5,74290.3,60944.6,60231.0,359215.4,255866.7,268891.5,42872.6,37973.3,39335.8,36431.9,27884.3,29136.3,50133.9,34124.4,35183.5,141314.4,83438.9,93218.7,14172.2,11501.3,11786.3,731969.4,629703.5,638752.8,755028.5,651564.8,658825.6,3020.11,1697742.6,755028.5,118.9,-0.185022973,-0.70422678,49467.9,46514.8,103.5,651564.8,658825.6,2540.33,1596391.2,755028.5,757230.1,180269.2,13968.2,2201.6,11766.7,23059.1,21861.3,20072.7,34002.6,5963.1,5347.1,5559.9,469387.2,363365.2,292961.0,237562.7,469387.2,176426.2,125802.5,696150.9,551849.5,627381.1,508255.9,958230.0,836923.8,226763.7,188484.4,157993.8,144890.7,68769.8,43593.7,226763.7,262079.1,285074.3,235886.7,26192.4,203201.5,185358.9,145451.5,57750.0,34320.1,1.7789,0.0,0.0,0.0,68769.8,43593.7
